ImageNumber,ObjectNumber,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TIMEPOINT,TREATMENT,WELL,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
1940,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,12165.41211,10475.98193,34.78823632,0.105213465,0.090602303,0.000300869,0.082352944,0.09150327,0,0.080656121,0.019518742,0.000551908,2,106307,2505.064,301.1357585,0.003024398,0.002604395,2.83019E-09,8.60745E-07,0,1.09237E-05,9.44745E-11,8.13547E-11
1941,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,7997.47082,9815.302226,32.8339879,0.065808181,0.080766432,0.000270179,0.054901961,0.078431375,0,0.041584179,0.017438048,0.000530619,1,110864,2782.598,298.9372554,0.00200427,0.002459842,2.43703E-09,7.07456E-07,0,7.34951E-06,6.04764E-11,7.42227E-11
1942,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,151.9137304,354.861449,1.696732076,0.029792848,0.069594322,0.000332758,0.027450981,0.070588239,0,0.009283082,0.012347049,0.000571779,1,3459,405.202,209.1440682,0.017558958,0.041016683,9.62006E-08,2.04071E-05,0,0.000123762,2.42718E-08,5.66976E-08
1942,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,928.3333592,896.108525,4.462745229,0.072702119,0.070178442,0.000349498,0.054901961,0.070588239,0,0.045007852,0.012591492,0.00058039,2,9684,825.27,200.7975986,0.016290896,0.015725397,3.60903E-08,7.28916E-06,0,0.000106977,8.37783E-09,8.08702E-09
1950,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,8287.768855,7278.025013,18.11764759,0.10407586,0.091395733,0.000227517,0.090196081,0.09150327,0,0.06265023,0.024205825,0.000496058,1,71029,2306.346,401.709161,0.005744447,0.00504457,3.20316E-09,1.28825E-06,0,1.6032E-05,2.01326E-10,1.76798E-10
1950,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,576.8039388,738.4313929,2.458823602,0.058959822,0.075481079,0.000251336,0.05882353,0.074509807,0,0.01384048,0.016700017,0.000515145,2,7519,524.074,300.3189787,0.023978874,0.030698046,3.34268E-08,9.90954E-06,0,0.000103886,1.06191E-08,1.35946E-08
1953,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,1929.039273,2187.007896,229.9856286,0.074037201,0.083938127,0.008826929,0.05882353,0.084967323,0.009150327,0.047190636,0.017912875,0.002523383,1,22800,756.92,9.509324167,0.000321921,0.000364971,3.87146E-07,3.72664E-06,4.0133E-07,3.86862E-05,1.48479E-09,1.68335E-09
1956,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,3034.600089,2153.12555,17.95294171,0.110417352,0.078343905,0.000653238,0.082352944,0.078431375,0,0.079163262,0.015787614,0.000672906,1,23913,1017.88,119.9316293,0.006150377,0.004363848,2.73173E-08,3.27986E-06,0,5.89384E-05,2.14454E-09,1.5216E-09
1956,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,481.3215818,420.8274625,5.107189693,0.088641175,0.077500453,0.000940551,0.062745102,0.078431375,0.00130719,0.061099076,0.016036595,0.000672655,2,4510,350.928,82.39902721,0.017356155,0.015174775,2.08548E-07,1.73905E-05,2.89843E-07,0.000253603,4.67041E-08,4.08342E-08
1965,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,6185.835462,3418.784406,14.57777821,0.145634737,0.080489333,0.000343208,0.101960786,0.081045754,0,0.111968413,0.017525314,0.000576938,1,38123,1024.664,234.5202648,0.009990187,0.005521372,9.00265E-09,2.1259E-06,0,4.74613E-05,1.11739E-09,6.17561E-10
1967,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,424.0666768,351.817005,1.694117697,0.084542798,0.070138956,0.000337743,0.086274512,0.070588239,0,0.024802974,0.010989239,0.000573399,1,3469,420.622,207.6697538,0.049903733,0.041401466,9.73603E-08,2.03483E-05,0,0.000347467,6.92716E-08,5.74696E-08
1967,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,784.6000237,822.8823775,8.679738818,0.068261704,0.071592342,0.000755154,0.06666667,0.070588239,0.00130719,0.019453207,0.013645113,0.000676466,2,8527,872.034,94.80496991,0.007864488,0.008248214,8.85603E-08,8.2782E-06,1.533E-07,0.000111819,9.72844E-09,1.02031E-08
1967,3,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,322.635304,747.380416,8.728104832,0.030037734,0.069582014,0.000812597,0.027450981,0.06797386,0.00130719,0.008956821,0.011640816,0.000685561,3,8223,692.226,85.62917499,0.003441496,0.007972179,9.882E-08,8.26631E-06,1.58968E-07,5.24977E-05,4.88759E-09,1.1322E-08
1969,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,4553.207982,9422.562312,158.9594822,0.04282873,0.08863122,0.001495217,0.039215688,0.088888891,0.00130719,0.019048419,0.019185153,0.00096344,1,97189,2585.766,59.27650356,0.000269432,0.000557571,1.53846E-08,9.14598E-07,1.345E-08,4.972E-06,4.6768E-11,9.67833E-11
1972,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,243.8784385,399.3150457,1.478431416,0.041412538,0.067806936,0.00025105,0.039215688,0.06797386,0,0.008075901,0.009971684,0.000516047,1,4234,416.826,270.0937232,0.028011132,0.045864107,5.92938E-08,1.60543E-05,0,0.000144247,2.44943E-08,4.01058E-08
1972,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,551.2392314,700.3045975,6.717647257,0.052704774,0.066957128,0.000642284,0.047058824,0.06666667,0,0.019980072,0.01004773,0.000677554,2,7989,685.398,104.2484922,0.007845719,0.009967348,8.0396E-08,8.34481E-06,0,9.85282E-05,9.42043E-09,1.19679E-08
1979,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,150.9490241,276.8143869,5.584313894,0.038380123,0.070382504,0.001419861,0.035294119,0.06797386,0.00130719,0.011861433,0.016574068,0.000753779,1,2729,278.712,49.56999054,0.006872845,0.012603608,5.20286E-07,2.4908E-05,4.79E-07,0.00019982,5.08059E-08,9.31692E-08
1983,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,191.254908,462.4000137,12.49150367,0.029684139,0.071767812,0.001938771,0.027450981,0.071895428,0.00130719,0.010535829,0.014489388,0.000823803,1,4637,431.514,37.0171619,0.002376346,0.00574533,4.18109E-07,1.55047E-05,2.81904E-07,8.91985E-05,1.38443E-08,3.34715E-08
1983,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,3632.749123,5758.125644,362.5464184,0.051401493,0.081474455,0.005129842,0.047058824,0.081045754,0.005228758,0.026875215,0.015262349,0.002272291,2,64040,1733.202,15.88245078,0.000141779,0.000224728,8.01037E-08,1.26555E-06,8.16483E-08,9.85151E-06,1.39394E-10,2.20947E-10
1985,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,4415.964835,7092.762263,72.58693026,0.061831793,0.099311979,0.001016353,0.050980393,0.098039217,0.00130719,0.03723301,0.02698998,0.000747352,1,65469,1485.758,97.71404077,0.000851831,0.00136818,1.55242E-08,1.49749E-06,1.99665E-08,9.50987E-06,1.33156E-10,2.1387E-10
1986,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,4871.353087,2641.187003,60.83268177,0.142050946,0.077018255,0.00177391,0.109803922,0.077124186,0.00130719,0.08555411,0.015414313,0.000975005,1,30298,1044.906,43.41723768,0.002335109,0.001266067,5.85487E-08,2.54552E-06,4.31444E-08,6.08747E-05,1.77513E-09,9.62455E-10
1986,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,4651.419722,3966.471973,117.8509849,0.113297277,0.096613615,0.002870564,0.098039217,0.100653596,0.002614379,0.0689199,0.022168031,0.001236675,2,37050,969.556,33.65667225,0.00096136,0.000819795,7.74781E-08,2.7167E-06,7.05635E-08,3.16514E-05,7.70951E-10,6.57424E-10
1997,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,1582.274555,1577.696783,371.337266,0.071862774,0.071654863,0.016865168,0.062745102,0.071895428,0.016993465,0.033662816,0.011785001,0.005011007,1,18226,1035.39,4.248689608,0.000193524,0.000192964,9.25336E-07,3.94466E-06,9.32375E-07,5.50259E-05,2.49913E-09,2.4919E-09
2008,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,7986.592381,9051.155798,86.70327056,0.071415346,0.08093457,0.000775292,0.06666667,0.081045754,0.00130719,0.039608667,0.017517217,0.000763035,1,102252,2463.148,104.3923227,0.000823675,0.000933466,7.58217E-09,7.92608E-07,1.2784E-08,8.6295E-06,7.71642E-11,8.74497E-11
2010,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,3073.227544,8239.940089,261.8797482,0.038955857,0.104448474,0.003319556,0.031372551,0.101960786,0.002614379,0.023678304,0.036019053,0.001791267,1,72592,1447.242,31.46459452,0.000148755,0.000398841,4.5729E-08,1.40457E-06,3.60147E-08,5.13786E-06,6.51268E-11,1.74618E-10
2010,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,611.4157039,992.4993722,99.30457847,0.046862551,0.076071079,0.007611296,0.043137256,0.077124186,0.006535948,0.021466645,0.021208879,0.004286738,2,10425,640.634,9.99449761,0.000471907,0.000766038,7.301E-07,7.398E-06,6.26949E-07,5.90922E-05,4.52918E-09,7.35213E-09
2012,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,2463.737329,2657.813136,249.7098123,0.077351962,0.083445202,0.007839936,0.06666667,0.084967323,0.007843138,0.045374184,0.017936995,0.002630946,1,27636,1039.358,10.64360712,0.000309767,0.000334169,2.83686E-07,3.07452E-06,2.83801E-07,3.35424E-05,1.05311E-09,1.13606E-09
2022,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,NOUV,2,2151.407907,3230.492907,92.70588554,0.049770003,0.07473322,0.002144629,0.047058824,0.071895428,0.00130719,0.020899838,0.014898101,0.001463266,1,36922,1746.45,34.84668625,0.000536859,0.000806132,5.80854E-08,1.94722E-06,3.54041E-08,1.80372E-05,4.17267E-10,6.26556E-10
2026,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,3918.455008,13021.92981,2748.665434,0.06125553,0.203566256,0.04296871,0.05882353,0.224836603,0.039215688,0.032799281,0.092242337,0.026656361,1,58759,1200.408,4.737546319,2.22856E-05,7.406E-05,7.3127E-07,3.82642E-06,6.67399E-07,5.12112E-06,8.00563E-11,2.66046E-10
2028,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,789.3255154,1660.766063,103.8549055,0.049998449,0.105198332,0.006578508,0.050980393,0.108496733,0.006535948,0.019091114,0.034680798,0.003049999,1,13410,536.628,15.99121443,0.000481426,0.001012936,4.90567E-07,8.09073E-06,4.87394E-07,3.54421E-05,2.24502E-09,4.72358E-09
2029,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2986.890285,4471.534754,202.8496809,0.06039246,0.090410748,0.004101453,0.05882353,0.087581702,0.003921569,0.023125316,0.027401786,0.001854182,1,42957,1694.826,22.04358781,0.00029772,0.000445703,9.54781E-08,2.03882E-06,9.12906E-08,1.55499E-05,3.14407E-10,4.70684E-10
2031,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,7235.349222,28654.73816,5110.455039,0.059788863,0.236786664,0.04222993,0.05882353,0.258823544,0.039215688,0.027884153,0.093610536,0.024792816,1,113663,1738.928,5.60708155,1.16993E-05,4.63338E-05,3.71536E-07,2.27711E-06,3.45017E-07,2.22149E-06,1.83571E-11,7.27012E-11
2032,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1644.803969,3784.82364,556.2248522,0.055790108,0.128377438,0.018866592,0.050980393,0.13464053,0.015686275,0.027685369,0.046460094,0.011710874,1,26134,766.71,6.804484958,0.000100301,0.000230801,7.21918E-07,5.15193E-06,6.00225E-07,1.66289E-05,5.64034E-10,1.29789E-09
2036,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1184.756896,1228.818334,152.8117697,0.071452681,0.074110026,0.009216077,0.070588239,0.071895428,0.007843138,0.037681638,0.023387028,0.004915772,1,12935,919.104,8.041385401,0.000467586,0.000484976,7.12491E-07,5.55821E-06,6.0635E-07,7.45376E-05,4.49536E-09,4.66254E-09
2042,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1136.349051,2136.947778,243.3803996,0.05892093,0.110803058,0.012619537,0.054901961,0.117647059,0.011764706,0.029936036,0.040878684,0.005835891,1,16286,706.608,8.780278862,0.000242094,0.000455267,7.7487E-07,7.22382E-06,7.22382E-07,3.26515E-05,1.69302E-09,3.18378E-09
2043,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,300.3451064,297.2849752,16.36209213,0.07275802,0.072016709,0.003963685,0.05882353,0.070588239,0.003921569,0.035579141,0.018392161,0.001508139,1,2794,302.024,18.16912977,0.004446743,0.004401436,1.41864E-06,2.52642E-05,1.40357E-06,0.000361594,8.75954E-08,8.6703E-08
2044,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2336.133398,3278.194867,265.9673286,0.086213728,0.120979993,0.009815379,0.074509807,0.125490204,0.009150327,0.051465285,0.044007973,0.00454188,1,23921,713.296,12.32555474,0.000324152,0.000454868,4.10325E-07,5.24603E-06,3.82523E-07,2.97909E-05,1.09942E-09,1.54276E-09
2045,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,6367.827632,17207.63702,2635.665432,0.068177296,0.18423397,0.028218814,0.062745102,0.202614382,0.024836602,0.033648944,0.07302751,0.016473174,1,86323,1657.362,6.528763784,2.58672E-05,6.99004E-05,3.26898E-07,2.34717E-06,2.87717E-07,4.2869E-06,4.58978E-11,1.24029E-10
2047,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,9885.749316,41601.66663,10192.24211,0.057147354,0.240490133,0.058919122,0.05882353,0.257516354,0.054901961,0.024763899,0.091532658,0.031882812,1,163761,2193.022,4.081699216,5.60695E-06,2.35954E-05,3.59787E-07,1.57251E-06,3.35257E-07,1.45107E-06,8.38832E-12,3.53001E-11
2060,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2567.615756,8124.649861,1189.564738,0.056453449,0.178634402,0.026154627,0.050980393,0.197385624,0.024836602,0.030910744,0.076225212,0.013121122,1,41143,993.078,6.829935019,4.74572E-05,0.000150168,6.35701E-07,4.79755E-06,6.03665E-07,7.68121E-06,1.68885E-10,5.34398E-10
2064,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,3091.458913,3829.928215,361.0679852,0.093074181,0.115307187,0.01087063,0.090196081,0.118954249,0.010457517,0.037101553,0.038365245,0.005259648,1,29663,804.614,10.60722183,0.000257775,0.00031935,3.66471E-07,4.01019E-06,3.52544E-07,2.72118E-05,8.19263E-10,1.01496E-09
2065,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,153.4117697,378.9790945,17.50196137,0.029049758,0.071762752,0.003314138,0.027450981,0.070588239,0.00130719,0.009203817,0.024856517,0.003536243,1,3766,329.336,21.65352137,0.0016598,0.004100269,8.80015E-07,1.87436E-05,3.47103E-07,0.000107489,2.03539E-08,5.0281E-08
2065,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,913.5961056,2345.177841,140.7895473,0.040525022,0.104026696,0.006245101,0.039215688,0.101960786,0.005228758,0.014688683,0.041160333,0.003863208,2,19489,675.704,16.65732923,0.000287841,0.000738881,3.20442E-07,5.23171E-06,2.68293E-07,1.99889E-05,8.86662E-10,2.27604E-09
2066,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1331.407882,4574.976605,581.4313888,0.057576885,0.197845382,0.025144066,0.043137256,0.210457519,0.023529412,0.041333705,0.09120778,0.015753959,1,20229,621.602,7.868472004,9.90261E-05,0.000340273,1.24297E-06,1.04038E-05,1.16315E-06,1.43863E-05,6.22135E-10,2.13778E-09
2068,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2610.749095,4536.902084,307.7398794,0.054907653,0.095417306,0.006472194,0.039215688,0.088888891,0.005228758,0.045551196,0.041324897,0.005348214,1,41884,1315.096,14.74265244,0.000178422,0.000310058,1.54527E-07,2.12226E-06,1.24839E-07,1.37391E-05,2.88952E-10,5.02134E-10
2069,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1667.125538,2478.678497,59.35425046,0.089809058,0.133527905,0.003197449,0.05882353,0.138562098,0.002614379,0.069620996,0.058620356,0.00247442,1,16048,566.316,41.76075812,0.001513102,0.002249677,1.99243E-07,8.63423E-06,1.6291E-07,4.19109E-05,2.25777E-09,3.35684E-09
2072,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,4049.851102,4981.996219,1351.014419,0.084470447,0.10391282,0.028179009,0.074509807,0.105882354,0.027450981,0.042927259,0.029069882,0.008379274,1,42972,1224.37,3.68759663,6.25237E-05,7.69147E-05,6.55753E-07,2.46398E-06,6.38811E-07,1.89169E-05,3.94563E-10,4.85378E-10
2074,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,6165.784493,9395.440778,1195.656244,0.08869718,0.135157028,0.017199975,0.082352944,0.138562098,0.011764706,0.042422088,0.05015999,0.013390704,1,63376,1455.522,7.857978265,7.41828E-05,0.00011304,2.71396E-07,2.18635E-06,1.85633E-07,1.03549E-05,1.48959E-10,2.26985E-10
2075,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,4479.380511,13624.43046,1468.917689,0.063723511,0.193820674,0.020896772,0.062745102,0.210457519,0.018300654,0.03307047,0.080451295,0.012009767,1,64715,1323.306,9.275149018,4.33813E-05,0.000131948,3.22905E-07,3.25207E-06,2.82788E-07,5.08036E-06,7.22731E-11,2.19825E-10
2076,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1261.698074,1934.753,461.1124314,0.071363013,0.109431731,0.02608102,0.054901961,0.117647059,0.023529412,0.05154355,0.038391753,0.012917995,1,15129,552.832,4.195837866,0.000154763,0.000237321,1.72391E-06,7.77626E-06,1.55525E-06,4.31042E-05,2.43802E-09,3.73859E-09
2081,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,3160.72166,11071.52837,4567.68248,0.04971486,0.174143611,0.071844889,0.043137256,0.18300654,0.073202617,0.02468469,0.064321278,0.031330678,1,58501,1188.326,2.4238831,1.0884E-05,3.81252E-05,1.2281E-06,3.12826E-06,1.25131E-06,4.87995E-06,7.67565E-11,2.68866E-10
2083,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2333.937326,7378.751803,1424.564747,0.045697171,0.144471782,0.027892171,0.039215688,0.155555561,0.027450981,0.024298041,0.060950032,0.015174417,1,45908,1165.848,5.179653518,3.2078E-05,0.000101415,6.07567E-07,3.38842E-06,5.97956E-07,6.88998E-06,1.34902E-10,4.26493E-10
2083,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,316.1921665,635.8862917,15.14117697,0.044509032,0.089511021,0.002131359,0.039215688,0.083660133,0.00130719,0.027469103,0.047600042,0.001694618,2,5110,451.896,41.99715075,0.002939602,0.005911761,4.17096E-07,1.63718E-05,2.5581E-07,9.73085E-05,1.36977E-08,2.75471E-08
2086,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,5508.753099,13721.8396,7155.120456,0.057742533,0.143831781,0.07499969,0.054901961,0.151633993,0.069281049,0.025620738,0.044045966,0.034756248,1,89049,1507.286,1.917765003,8.0701E-06,2.01019E-05,8.42229E-07,1.70282E-06,7.7801E-07,4.50829E-06,4.72557E-11,1.1771E-10
2088,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,3457.949118,4391.078562,1569.006581,0.100288548,0.127351466,0.045504831,0.090196081,0.135947719,0.041830067,0.057645204,0.043496308,0.022806224,1,30780,837.2,2.798636166,6.39185E-05,8.11669E-05,1.47839E-06,4.41676E-06,1.359E-06,2.55846E-05,7.42013E-10,9.42246E-10
2088,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,4436.176608,11852.23432,4155.08116,0.043575233,0.116420945,0.040814117,0.035294119,0.117647059,0.039215688,0.024733546,0.031642431,0.01834324,2,95040,1636.152,2.852467585,1.04872E-05,2.80189E-05,4.29441E-07,1.23787E-06,4.12623E-07,3.93824E-06,3.86842E-11,1.03353E-10
2089,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,3683.231478,5625.363548,1502.631415,0.05713714,0.087264998,0.023309983,0.054901961,0.084967323,0.018300654,0.027473668,0.023724866,0.013914857,1,57052,1993.08,3.743674924,3.80247E-05,5.80748E-05,4.08574E-07,1.4893E-06,3.20771E-07,1.14764E-05,1.78032E-10,2.71906E-10
2089,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,523.4745257,1422.9569,391.7725595,0.036201558,0.098406425,0.027093538,0.035294119,0.098039217,0.022222223,0.011339543,0.03045243,0.014539168,2,12063,527.348,3.632099455,9.24045E-05,0.000251183,2.246E-06,8.12727E-06,1.84218E-06,3.04964E-05,2.10902E-09,5.73293E-09
2090,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2345.839287,8010.834182,1049.070618,0.043176016,0.147442284,0.019308522,0.039215688,0.156862751,0.014379085,0.020432304,0.053862841,0.013869434,1,49144,1199.294,7.636124818,4.11564E-05,0.000140546,3.92897E-07,3.1919E-06,2.92591E-07,5.95868E-06,1.09672E-10,3.74519E-10
2091,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,4224.027572,11727.42904,1986.692867,0.057588073,0.15988533,0.02708548,0.054901961,0.169934645,0.026143791,0.023973766,0.059160152,0.014379986,1,67337,1397.414,5.90299046,2.89869E-05,8.04781E-05,4.02238E-07,2.52364E-06,3.88253E-07,5.34897E-06,7.29249E-11,2.02466E-10
2093,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2278.243201,3051.725577,911.8980638,0.087885013,0.117722701,0.035177181,0.082352944,0.121568628,0.03267974,0.049195352,0.045671052,0.019519586,1,22658,709.156,3.346564378,9.63759E-05,0.000129096,1.55253E-06,5.36537E-06,1.4423E-06,3.29483E-05,1.27101E-09,1.70252E-09
2098,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,6285.415864,11960.76499,3630.115133,0.0904806,0.172179092,0.052256685,0.05882353,0.179084972,0.053594772,0.069471631,0.061504895,0.022716097,1,63894,1241.956,3.294872078,2.4925E-05,4.74308E-05,8.17865E-07,2.80284E-06,8.38808E-07,8.2246E-06,1.18396E-10,2.253E-10
2100,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,2851.384394,3656.960882,86.46405545,0.088651424,0.113697329,0.002688225,0.078431375,0.108496733,0.002614379,0.055834131,0.054156464,0.001800845,1,28220,941.352,42.29457967,0.001025298,0.001314966,9.52596E-08,3.84468E-06,9.26428E-08,2.76298E-05,8.5903E-10,1.10172E-09
2103,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,609.458841,700.4340049,198.257522,0.066680398,0.076633917,0.021691195,0.05882353,0.077124186,0.019607844,0.026685094,0.019572631,0.009895839,1,6994,499.144,3.532950467,0.000336332,0.000386537,3.1014E-06,1.10272E-05,2.80352E-06,0.000124409,1.36115E-08,1.56433E-08
2103,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,3363.58049,5722.234153,2705.00792,0.062389043,0.1061383,0.050173574,0.05882353,0.105882354,0.045751635,0.027201221,0.032113945,0.028210128,2,48144,1403.764,2.115422329,2.30643E-05,3.92377E-05,1.04216E-06,2.19928E-06,9.50308E-07,1.22094E-05,2.26465E-10,3.85269E-10
2106,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1573.023577,2069.312475,230.6379159,0.058487584,0.076940416,0.008575494,0.05882353,0.077124186,0.007843138,0.019323931,0.016998725,0.003442139,1,22536,1153.95,8.972126144,0.00025359,0.000333598,3.80524E-07,3.42227E-06,3.48027E-07,3.37312E-05,1.25418E-09,1.64988E-09
2106,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,4472.529537,14512.59643,5986.805389,0.056801239,0.184310343,0.076032581,0.050980393,0.197385624,0.070588239,0.028645604,0.069155165,0.043058491,2,72658,1415.21,2.424096908,9.48774E-06,3.07861E-05,1.04644E-06,2.71664E-06,9.71514E-07,4.24155E-06,5.38678E-11,1.74792E-10
2106,3,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,5565.031529,13504.24739,4286.108613,0.067302376,0.16331766,0.051835338,0.06666667,0.172549024,0.048366014,0.028938983,0.057892093,0.026104861,3,76630,1448.07,3.150701163,1.57024E-05,3.81039E-05,6.76437E-07,2.25172E-06,6.31163E-07,5.37772E-06,6.50371E-11,1.57821E-10
2110,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,873.7608099,917.8274749,79.0705908,0.079202394,0.083196834,0.007167385,0.054901961,0.083660133,0.005228758,0.056338627,0.034777533,0.006338631,1,8491,632.634,11.60769719,0.001001667,0.001052184,8.44116E-07,9.8528E-06,6.158E-07,0.000112117,1.01629E-08,1.06755E-08
2110,2,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1128.031407,3730.266758,1183.853628,0.044245201,0.14631366,0.046434737,0.039215688,0.156862751,0.045751635,0.0236486,0.055940965,0.021326357,2,22341,699.774,3.150952677,3.73739E-05,0.000123591,2.07845E-06,7.02129E-06,2.04788E-06,1.35356E-05,5.30913E-10,1.75567E-09
2112,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1900.717703,3752.451079,378.8013189,0.056023748,0.110603681,0.011165188,0.043137256,0.105882354,0.009150327,0.039923355,0.049178766,0.006286297,1,29090,1177.574,9.906119361,0.000147897,0.000291983,3.83815E-07,3.63982E-06,3.14552E-07,1.74124E-05,5.13232E-10,1.01324E-09
2117,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,8083.121815,11897.79775,5743.149172,0.089284693,0.131420909,0.063437781,0.082352944,0.135947719,0.060130719,0.044834835,0.039343084,0.032082314,1,83829,1558.184,2.071650482,1.55463E-05,2.28831E-05,7.56752E-07,1.62173E-06,7.17302E-07,8.10435E-06,8.95192E-11,1.31766E-10
2118,1,Female,KO,CG18,+,FL/FL FL/FL,24HR,UV,2,1065.290227,1018.611788,292.8679826,0.085993722,0.082225685,0.023641264,0.078431375,0.083660133,0.022222223,0.044535825,0.020934013,0.007891329,1,10104,527.316,3.478057857,0.000293626,0.00028076,2.33979E-06,8.2799E-06,2.19935E-06,0.000103506,8.35535E-09,7.98924E-09
