ImageNumber,ObjectNumber,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TIMEPOINT,TREATMENT,WELL,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
71,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,16552.55732,25392.2085,22757.24507,0.089178271,0.136802623,0.12260654,0.078431375,0.135947719,0.109803922,0.056708238,0.047422716,0.070450653,1,174357,2773.694,1.115785695,3.92E-06,6.01E-06,7.03E-07,7.80E-07,6.30E-07,3.74E-06,2.01E-11,3.09E-11
73,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,8967.513974,9664.903559,7081.911302,0.123584162,0.13319511,0.097598072,0.098039217,0.138562098,0.090196081,0.082048384,0.039672784,0.042177473,1,67181,1221.058,1.364730953,1.75E-05,1.88E-05,1.45E-06,2.06E-06,1.34E-06,1.38E-05,1.90E-10,2.05E-10
74,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,2372.094182,1660.571281,915.5673453,0.135115868,0.094587109,0.05215125,0.109803922,0.098039217,0.037908498,0.088451515,0.027041971,0.041836325,1,14955,593.22,1.813707413,0.000147576,0.00010331,3.49E-06,6.56E-06,2.53E-06,9.55E-05,5.44E-09,3.81E-09
75,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,10931.89048,22630.15601,18377.76258,0.085024776,0.176010173,0.142936406,0.086274512,0.190849677,0.135947719,0.038359273,0.058296933,0.064178415,1,120955,1771.584,1.231387984,4.63E-06,9.58E-06,1.18E-06,1.58E-06,1.12E-06,3.99E-06,3.11E-11,6.43E-11
78,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,6441.180564,8930.028978,4569.268095,0.13974314,0.193739374,0.099131497,0.117647059,0.20784314,0.094117649,0.091884992,0.072713566,0.064563037,1,42042,874.894,1.954367481,3.06E-05,4.24E-05,2.36E-06,4.94E-06,2.24E-06,1.72E-05,3.72E-10,5.16E-10
83,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,1220.019644,1374.520293,1069.670616,0.082456045,0.0928981,0.072294581,0.06666667,0.095424838,0.053594772,0.054987342,0.027749162,0.05799512,1,12481,510.176,1.284993971,7.71E-05,8.68E-05,5.79E-06,7.65E-06,4.29E-06,7.11E-05,4.81E-09,5.42E-09
84,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,1230.945131,1394.49938,576.3189701,0.070351782,0.079699342,0.032938159,0.062745102,0.078431375,0.027450981,0.030127077,0.02318304,0.022999469,1,13878,917.448,2.419665936,0.000122071,0.00013829,2.37E-06,5.65E-06,1.98E-06,6.36E-05,3.64E-09,4.12E-09
86,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,3828.28638,5404.197548,2142.886332,0.093302293,0.131710111,0.052226032,0.082352944,0.139869288,0.043137256,0.051676615,0.042884728,0.033013217,1,37235,857.136,2.521924503,4.35E-05,6.15E-05,1.40E-06,3.76E-06,1.16E-06,1.90E-05,4.64E-10,6.55E-10
91,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,485.0117787,557.627466,249.9189614,0.067985952,0.07816477,0.035032094,0.05882353,0.074509807,0.02875817,0.044341887,0.031574398,0.022433283,1,5197,479.45,2.231233128,0.000272032,0.00031276,6.74E-06,1.43E-05,5.53E-06,0.000167361,2.35E-08,2.70E-08
93,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,5788.062909,11546.67088,10079.54667,0.076755598,0.153120594,0.133665036,0.070588239,0.156862751,0.129411772,0.040385854,0.055725306,0.065091376,1,69552,1303.988,1.145554583,7.61E-06,1.52E-05,1.92E-06,2.26E-06,1.86E-06,7.21E-06,9.56E-11,1.91E-10
105,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,6328.753113,7174.270805,7152.031564,0.108775104,0.123307394,0.122925158,0.090196081,0.128104582,0.101960786,0.080127541,0.038256769,0.078477545,1,53229,1135.052,1.0031095,1.52E-05,1.72E-05,2.31E-06,2.41E-06,1.92E-06,1.66E-05,2.85E-10,3.23E-10
108,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,153.345102,231.9725551,133.3934678,0.047950313,0.072536759,0.041711528,0.047058824,0.06666667,0.039215688,0.012105519,0.030287975,0.024012455,1,2032,281.884,1.739009855,0.000359465,0.00054378,2.05E-05,3.28E-05,1.93E-05,0.000325319,1.02E-07,1.54E-07
109,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,7521.58845,11795.83692,10819.92971,0.078558551,0.123200553,0.113007778,0.06666667,0.122875817,0.101960786,0.049976297,0.042144457,0.064096113,1,88050,1867.03,1.090195337,7.26E-06,1.14E-05,1.28E-06,1.40E-06,1.16E-06,7.24E-06,7.56E-11,1.19E-10
115,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,1709.439262,2654.384376,2795.339944,0.055089889,0.085542519,0.090085077,0.047058824,0.084967323,0.075816996,0.04276063,0.020456675,0.049479539,1,27264,882.378,0.949574803,1.97E-05,3.06E-05,3.30E-06,3.12E-06,2.78E-06,2.36E-05,7.61E-10,1.18E-09
116,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,668.3725679,1197.036636,1128.828789,0.042590491,0.076278381,0.071931994,0.043137256,0.074509807,0.06797386,0.010195034,0.016679939,0.02603347,1,12541,840.722,1.060423554,3.77E-05,6.76E-05,5.74E-06,5.94E-06,5.42E-06,4.45E-05,2.84E-09,5.08E-09
117,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,6779.839416,10159.44342,6554.674686,0.080200618,0.120178899,0.077537081,0.062745102,0.121568628,0.061437909,0.066755378,0.037421689,0.05139887,1,77718,1610.674,1.549953874,1.22E-05,1.83E-05,9.98E-07,1.56E-06,7.91E-07,8.59E-06,1.02E-10,1.52E-10
119,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,102.549023,230.3568683,308.7477209,0.033822237,0.07597522,0.101829723,0.035294119,0.071895428,0.098039217,0.008661481,0.022915676,0.033105591,1,2108,229.502,0.746100627,0.000109547,0.000246075,4.83E-05,3.41E-05,4.65E-05,0.000211183,6.97E-08,1.56E-07
119,2,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,7248.310013,11851.69574,13235.87356,0.079276285,0.129624479,0.144763522,0.070588239,0.129411772,0.130718961,0.050395258,0.047713514,0.072714644,2,84110,1898.94,0.895422254,5.99E-06,9.79E-06,1.72E-06,1.54E-06,1.55E-06,7.27E-06,7.95E-11,1.30E-10
120,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,7547.898233,6753.763587,3879.868082,0.134974307,0.120773298,0.069381236,0.113725491,0.121568628,0.049673203,0.085876555,0.040743722,0.058085858,1,50666,1228.23,1.740719902,3.48E-05,3.11E-05,1.37E-06,2.40E-06,9.80E-07,2.21E-05,3.94E-10,3.53E-10
124,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,15362.69849,19820.85415,29980.14337,0.112861435,0.145613092,0.220247894,0.101960786,0.151633993,0.227450982,0.066119922,0.044082636,0.076553758,1,127955,1862.45,0.661132734,3.76E-06,4.86E-06,1.72E-06,1.19E-06,1.78E-06,6.06E-06,4.45E-11,5.74E-11
126,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,5865.490358,8606.751874,9523.477389,0.098503516,0.144539547,0.159934796,0.086274512,0.151633993,0.150326803,0.067170155,0.047131373,0.081803943,1,54725,1069.358,0.903740464,1.03E-05,1.52E-05,2.92E-06,2.77E-06,2.75E-06,1.25E-05,2.09E-10,3.07E-10
129,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,426.674521,539.0679878,794.9464292,0.100370388,0.126809689,0.187002218,0.094117649,0.122875817,0.171241835,0.043426532,0.043340727,0.076523391,1,2882,283.432,0.678118635,0.000126261,0.00015952,6.49E-05,4.26E-05,5.94E-05,0.000274637,6.46E-08,8.16E-08
130,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,270.5254987,539.7359618,458.8836721,0.037714415,0.075245499,0.063973745,0.035294119,0.074509807,0.052287582,0.008864916,0.018733942,0.039024257,1,5381,408.654,1.176193433,8.22E-05,0.000163975,1.19E-05,1.38E-05,9.72E-06,9.31E-05,1.30E-08,2.59E-08
136,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,8871.808087,12546.18074,7111.959673,0.101302946,0.143258855,0.081208076,0.086274512,0.149019614,0.075816996,0.065449942,0.046721952,0.046564797,1,81441,1359.102,1.764096159,1.42E-05,2.01E-05,9.97E-07,1.83E-06,9.31E-07,8.68E-06,9.91E-11,1.40E-10
143,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,8597.141406,8800.261665,5234.462887,0.131490952,0.134597621,0.080059694,0.094117649,0.138562098,0.060130719,0.112156848,0.050438811,0.060914379,1,59020,1513.776,1.681215791,2.51E-05,2.57E-05,1.36E-06,2.35E-06,1.02E-06,1.66E-05,2.53E-10,2.59E-10
144,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,2402.537324,2681.671962,3883.458926,0.087629475,0.097810554,0.141644196,0.082352944,0.100653596,0.128104582,0.043083695,0.031293329,0.075673624,1,23945,754.156,0.690536971,2.26E-05,2.52E-05,5.92E-06,4.20E-06,5.35E-06,3.74E-05,1.36E-09,1.52E-09
154,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,2301.019671,2837.517719,2219.640584,0.068859818,0.084914943,0.066424485,0.05882353,0.084967323,0.05751634,0.031576123,0.025586155,0.041625286,1,29485,917.142,1.278368101,3.10E-05,3.83E-05,2.25E-06,2.88E-06,1.95E-06,2.75E-05,8.23E-10,1.01E-09
155,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,9981.784582,11389.56113,13616.92454,0.108572007,0.123884411,0.148111474,0.086274512,0.128104582,0.146405235,0.09020668,0.036427901,0.072354128,1,85684,1499.732,0.836426838,7.97E-06,9.10E-06,1.73E-06,1.50E-06,1.71E-06,1.02E-05,1.11E-10,1.27E-10
156,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,17211.05143,22699.54042,22167.27512,0.120393205,0.158785792,0.155062537,0.101960786,0.166013077,0.142483667,0.080758528,0.050133063,0.079242922,1,134404,1893.762,1.024011309,5.43E-06,7.16E-06,1.15E-06,1.24E-06,1.06E-06,5.64E-06,3.95E-11,5.20E-11
156,2,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,6888.255098,7860.195006,8147.517861,0.101569717,0.115901309,0.120137985,0.082352944,0.118954249,0.109803922,0.066896027,0.033111043,0.065946054,2,62634,1165.294,0.964734922,1.25E-05,1.42E-05,1.92E-06,1.90E-06,1.75E-06,1.40E-05,2.06E-10,2.35E-10
158,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,811.8941405,1535.930763,2012.951687,0.050645259,0.095810041,0.125566196,0.050980393,0.088888891,0.112418301,0.016630452,0.038380611,0.067992462,1,12848,748.92,0.763024156,2.52E-05,4.76E-05,9.77E-06,6.92E-06,8.75E-06,4.11E-05,2.57E-09,4.86E-09
159,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,13169.15331,12336.82255,14490.19518,0.155739227,0.145896032,0.171361951,0.117647059,0.152941182,0.156862751,0.109253018,0.047279098,0.082056264,1,78286,1411.726,0.851391054,1.07E-05,1.01E-05,2.19E-06,1.95E-06,2.00E-06,1.36E-05,1.61E-10,1.51E-10
160,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,461.5843288,755.0771399,751.1568824,0.056393931,0.09225133,0.091772374,0.05882353,0.095424838,0.082352944,0.015389974,0.022707973,0.043654655,1,7342,368.972,1.00521896,7.51E-05,0.000122812,1.25E-05,1.30E-05,1.12E-05,8.33E-05,1.02E-08,1.66E-08
160,2,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,22083.75747,25442.6792,30136.29363,0.10625978,0.122421806,0.145005936,0.094117649,0.125490204,0.130718961,0.060528384,0.033653062,0.077436991,2,196373,2831.706,0.84425376,3.53E-06,4.06E-06,7.38E-07,6.39E-07,6.66E-07,4.42E-06,2.13E-11,2.45E-11
162,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,14867.41217,18714.07631,22844.17711,0.107239858,0.13498616,0.164776915,0.101960786,0.138562098,0.151633993,0.054351365,0.045595527,0.080631683,1,129184,2241.378,0.819205534,4.69E-06,5.91E-06,1.28E-06,1.07E-06,1.17E-06,6.15E-06,4.44E-11,5.58E-11
164,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,388.5921689,476.5686387,508.1281187,0.063526593,0.077908883,0.08306819,0.062745102,0.077124186,0.074509807,0.020840941,0.021730203,0.05573914,1,4519,452.24,0.937890703,0.000125021,0.000153325,1.84E-05,1.71E-05,1.65E-05,0.000180437,2.95E-08,3.62E-08
164,2,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,3070.96479,1957.324231,1388.031409,0.142795722,0.091012937,0.064541589,0.121568628,0.09150327,0.037908498,0.090972471,0.025903411,0.066556806,2,18597,732.748,1.410144049,0.000102876,6.56E-05,3.47E-06,4.92E-06,2.04E-06,8.44E-05,3.92E-09,2.50E-09
166,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,2386.243196,603.661454,12.52026183,0.289838843,0.073322173,0.001520741,0.239215687,0.071895428,0.00130719,0.166475208,0.026998799,0.001764743,1,6108,491.488,48.21476277,0.023149583,0.005856281,2.49E-07,1.18E-05,2.14E-07,0.000647176,7.86E-08,1.99E-08
168,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,2630.337326,1627.834032,105.5215725,0.125248194,0.077512215,0.005024598,0.101960786,0.077124186,0.003921569,0.074783686,0.022954978,0.00251077,1,18021,668.532,15.42655206,0.001186944,0.000734563,2.79E-07,4.28E-06,2.18E-07,8.97E-05,4.27E-09,2.64E-09
168,2,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,13879.31803,16136.63824,14498.26575,0.14598437,0.169727141,0.152494538,0.113725491,0.18300654,0.149019614,0.109145101,0.054660118,0.073952428,2,88549,1458.318,1.113004722,1.01E-05,1.17E-05,1.72E-06,2.07E-06,1.68E-06,9.71E-06,1.02E-10,1.19E-10
170,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,2340.819672,1599.810499,593.3215841,0.127558153,0.087178383,0.032331839,0.090196081,0.087581702,0.015686275,0.119121344,0.033016395,0.044081568,1,15825,571.386,2.696363223,0.00021499,0.000146933,2.04E-06,5.53E-06,9.91E-07,9.25E-05,5.04E-09,3.44E-09
171,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,12238.46309,14435.12854,14401.16902,0.103479015,0.122052326,0.12176519,0.078431375,0.125490204,0.112418301,0.085459511,0.036378063,0.066337106,1,109439,2071.774,1.002358109,7.19E-06,8.48E-06,1.11E-06,1.15E-06,1.03E-06,7.75E-06,6.55E-11,7.73E-11
175,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,3786.937361,3265.435362,3181.836686,0.111521553,0.096163835,0.093701937,0.090196081,0.100653596,0.078431375,0.07245851,0.025437214,0.064908209,1,30362,787.404,1.026273717,3.50E-05,3.02E-05,3.09E-06,3.32E-06,2.58E-06,3.82E-05,1.12E-09,9.70E-10
176,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,2576.043208,3727.698127,5684.551783,0.058843328,0.085150033,0.129849509,0.054901961,0.084967323,0.11503268,0.029148284,0.021880402,0.065144401,1,38500,1310.032,0.655759375,1.04E-05,1.50E-05,3.37E-06,2.21E-06,2.99E-06,1.79E-05,4.10E-10,5.93E-10
180,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,1863.737308,3508.864146,3944.176571,0.055808873,0.105071542,0.1181068,0.050980393,0.108496733,0.105882354,0.024394214,0.029283115,0.055980107,1,29776,850.684,0.889631608,1.41E-05,2.66E-05,3.97E-06,3.64E-06,3.56E-06,1.78E-05,5.34E-10,1.01E-09
192,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,1269.278471,2329.23404,3290.984394,0.053461312,0.098106058,0.138614455,0.054901961,0.100653596,0.128104582,0.015608156,0.025739761,0.051696723,1,20690,678.94,0.707762104,1.62E-05,2.98E-05,6.70E-06,4.86E-06,6.19E-06,2.63E-05,1.11E-09,2.04E-09
194,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,9292.317896,15525.51157,17455.89851,0.081890844,0.136822402,0.153834413,0.078431375,0.142483667,0.141176477,0.038352836,0.040754349,0.069250588,1,105558,1781.438,0.889413487,4.69E-06,7.84E-06,1.46E-06,1.35E-06,1.34E-06,5.67E-06,5.00E-11,8.35E-11
204,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,8534.439457,12213.365,14601.96641,0.070979553,0.101576581,0.121442193,0.062745102,0.104575165,0.113725491,0.04295594,0.028474411,0.061514346,1,110886,2234.754,0.836419196,4.86E-06,6.96E-06,1.10E-06,9.43E-07,1.03E-06,6.30E-06,5.24E-11,7.50E-11
205,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,11980.56112,9854.534899,10981.39377,0.177424082,0.145939058,0.162627083,0.125490204,0.155555561,0.150326803,0.143649139,0.04817485,0.088479082,1,62109,1227.332,0.897384713,1.62E-05,1.33E-05,2.62E-06,2.50E-06,2.42E-06,1.96E-05,2.90E-10,2.38E-10
207,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,7844.561008,6766.466815,9190.792402,0.104187122,0.089868471,0.122067024,0.078431375,0.09150327,0.111111112,0.09432539,0.020800082,0.069552275,1,68964,1746.024,0.736222354,1.13E-05,9.78E-06,1.77E-06,1.33E-06,1.61E-06,1.68E-05,2.23E-10,1.93E-10
215,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,17067.32203,18148.28542,20330.36656,0.142740359,0.151780858,0.170030414,0.109803922,0.155555561,0.167320266,0.107418294,0.0492973,0.072033269,1,112265,1609.916,0.892668874,7.02E-06,7.47E-06,1.51E-06,1.39E-06,1.49E-06,8.38E-06,7.01E-11,7.45E-11
216,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,3954.102077,3235.390922,3795.988335,0.114911423,0.094024729,0.110316429,0.078431375,0.095424838,0.101960786,0.105664671,0.026947987,0.057533859,1,30340,940.792,0.852318457,3.03E-05,2.48E-05,3.64E-06,3.15E-06,3.36E-06,4.03E-05,1.17E-09,9.58E-10
222,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,2895.933416,2637.073268,2055.264107,0.100861431,0.091845684,0.07158206,0.078431375,0.094117649,0.053594772,0.076661982,0.029421997,0.06108654,1,25456,727.78,1.283082432,4.91E-05,4.47E-05,2.81E-06,3.70E-06,2.11E-06,4.31E-05,1.50E-09,1.37E-09
225,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,NOUV,1,3993.847171,4884.627582,2422.207909,0.075332865,0.09213497,0.045688243,0.06666667,0.087581702,0.03006536,0.039294296,0.032076182,0.044295659,1,46670,1598.222,2.016601285,3.11E-05,3.80E-05,9.79E-07,1.88E-06,6.44E-07,1.75E-05,3.30E-10,4.04E-10
226,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,UV,1,17132.76912,27162.18499,2714.356942,0.137441491,0.217898881,0.021774954,0.117647059,0.210457519,0.015686275,0.088667229,0.105332972,0.022469317,1,116250,2089.5,10.00685819,5.06E-05,8.03E-05,1.87E-07,1.81E-06,1.35E-07,5.43E-06,4.35E-11,6.90E-11
233,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,UV,1,24272.01631,42059.13177,3857.427562,0.164757102,0.285495057,0.026184005,0.141176477,0.315032691,0.015686275,0.124992187,0.162511629,0.027189196,1,137538,2660.446,10.90341454,4.27E-05,7.40E-05,1.90E-07,2.29E-06,1.14E-07,4.20E-06,2.85E-11,4.94E-11
234,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,UV,1,8371.376702,18760.00314,1242.907228,0.080139543,0.179590304,0.011898403,0.062745102,0.166013077,0.007843138,0.058051948,0.088905359,0.012930397,1,97322,1691.884,15.09364715,6.45E-05,0.000144492,1.22E-07,1.71E-06,8.06E-08,4.59E-06,4.39E-11,9.84E-11
239,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,UV,1,7251.129604,9703.478718,459.194788,0.077762605,0.104062101,0.004924499,0.074509807,0.100653596,0.005228758,0.025195561,0.033112829,0.001991711,1,85281,2298.072,21.13150883,0.000169346,0.000226619,5.77E-08,1.18E-06,6.13E-08,8.76E-06,9.40E-11,1.26E-10
241,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,UV,1,14161.52588,18072.93126,1132.622256,0.179019618,0.228464734,0.014317779,0.145098045,0.254901975,0.011764706,0.119281142,0.106441866,0.010282341,1,73382,1404.554,15.95671563,0.000158058,0.000201713,1.95E-07,3.47E-06,1.60E-07,1.07E-05,1.35E-10,1.72E-10
246,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,UV,1,14640.51021,26379.56672,2779.141253,0.135706038,0.244517878,0.025760458,0.113725491,0.250980407,0.018300654,0.09227164,0.118458099,0.021328665,1,100892,1707.164,9.491984868,4.88E-05,8.80E-05,2.55E-07,2.49E-06,1.81E-07,5.50E-06,5.10E-11,9.19E-11
252,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,UV,1,10131.11009,18511.41222,2176.788295,0.144879163,0.264721031,0.031128994,0.121568628,0.301960796,0.024836602,0.101063852,0.127767906,0.024950163,1,64432,1329.446,8.504002095,6.66E-05,0.000121611,4.83E-07,4.69E-06,3.85E-07,8.49E-06,1.21E-10,2.22E-10
256,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,UV,1,1451.058859,765.0653805,12.32810494,0.147330578,0.077679498,0.001251711,0.145098045,0.077124186,0.00130719,0.054642438,0.019987757,0.000639644,1,7820,478.348,62.05863628,0.011950789,0.006301009,1.60E-07,9.86E-06,1.67E-07,0.000242538,2.46E-08,1.30E-08
260,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,UV,1,33036.40875,49001.35699,6347.985798,0.160189731,0.237601921,0.03078065,0.145098045,0.253594786,0.022222223,0.098652282,0.092656171,0.026819545,1,195553,2626.44,7.71919764,2.52E-05,3.74E-05,1.57E-07,1.30E-06,1.14E-07,3.45E-06,1.67E-11,2.48E-11
262,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,UV,1,2491.576537,2889.801384,121.6352982,0.121003183,0.140342935,0.005907207,0.105882354,0.139869288,0.003921569,0.064260341,0.066978135,0.007808825,1,17582,656.532,23.75791754,0.000994803,0.001153801,3.36E-07,7.96E-06,2.23E-07,4.90E-05,2.38E-09,2.76E-09
274,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,UV,1,19219.11819,23621.91571,3494.690291,0.179520617,0.220645965,0.032642963,0.160784319,0.233986929,0.022222223,0.104239084,0.095623635,0.02854541,1,100053,1648.024,6.759373147,5.14E-05,6.31E-05,3.26E-07,2.34E-06,2.22E-07,8.13E-06,7.60E-11,9.34E-11
282,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,UV,1,14442.81216,21127.17568,1512.776515,0.191959119,0.280800857,0.020106282,0.176470593,0.325490206,0.011764706,0.124137089,0.129284597,0.021073576,1,69232,1495.63,13.96582738,0.000126892,0.00018562,2.90E-07,4.70E-06,1.70E-07,9.87E-06,1.31E-10,1.92E-10
288,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,UV,1,5627.560928,5985.006702,449.0078566,0.175062556,0.186182004,0.013967768,0.137254909,0.200000003,0.009150327,0.124833817,0.082589992,0.014510587,1,28809,763.398,13.32940307,0.000389888,0.000414652,4.85E-07,6.94E-06,3.18E-07,3.26E-05,1.02E-09,1.08E-09
290,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,UV,1,353.2627549,410.7333434,9.116340164,0.066665928,0.077511482,0.001720389,0.050980393,0.077124186,0.00130719,0.041469768,0.021483256,0.000910268,1,3917,350.992,45.05463114,0.007312795,0.008502478,4.39E-07,1.97E-05,3.34E-07,0.000219576,4.14E-08,4.82E-08
290,2,Male,KO,BZ22,+,FL/FL FL/FL,6HR,UV,1,220.7294185,362.9202715,17.44836664,0.044936771,0.07388442,0.003552192,0.043137256,0.074509807,0.002614379,0.014283024,0.015917075,0.002098897,2,3674,336.024,20.79967019,0.002575414,0.004234461,9.67E-07,2.03E-05,7.12E-07,0.000165543,3.37E-08,5.54E-08
291,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,UV,1,1953.529466,3016.049759,149.7163447,0.075891747,0.117169098,0.00581626,0.054901961,0.121568628,0.003921569,0.05279964,0.051033875,0.005916763,1,22531,740.022,20.14509348,0.000506904,0.000782607,2.58E-07,5.40E-06,1.74E-07,2.87E-05,1.12E-09,1.72E-09
293,1,Male,KO,BZ22,+,FL/FL FL/FL,6HR,UV,1,203.8588294,330.8196166,22.56339949,0.055306248,0.089750303,0.006121378,0.047058824,0.077124186,0.005228758,0.029800665,0.046096261,0.004812239,1,2471,252.814,14.66178076,0.002451149,0.003977694,2.48E-06,3.12E-05,2.12E-06,0.000249382,6.77E-08,1.10E-07
