ImageNumber,ObjectNumber,Metadata_Day,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TREATMENT,Metadata_Well,Metadata_Zstack,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected 
178,1,DAY4,Female,WT,AV4,+,nan,UV,1,Z3,1612.427495,8130.385841,443.9830197,2125.853654,0.042547629,0.214539036,0.011715519,0.056095566,0,0.224836603,0.00130719,0.041830067,0.068170601,0.119211596,0.023862532,0.054454734,1,33888,911.002,0.198321153,0.054607866,0.261470205,0.047581076,0.013101482,0.062731753,5.85E-06,1.61E-06,7.72E-06
179,1,DAY4,Female,WT,AV4,+,nan,UV,1,Z3,5437.960932,20065.36524,1066.430098,3465.817092,0.068860226,0.254085237,0.013504072,0.043887213,0,0.284967333,0.002614379,0.039215688,0.10440029,0.159996123,0.02230274,0.047868515,1,72120,1800.348,0.271012307,0.053147804,0.17272634,0.075401566,0.014786884,0.048056255,3.76E-06,7.37E-07,2.39E-06
179,2,DAY4,Female,WT,AV4,+,nan,UV,1,Z3,0,667.7987095,0,339.0483758,0,0.076503461,0,0.038841606,0,0.070588239,0,0.026143791,0,0.028459046,0,0.042792117,2,6716,506.418,0,0,0.507710439,0,0,0.050483677,0,0,7.56E-05
182,1,DAY4,Female,WT,AV4,+,nan,UV,1,Z3,63.90980588,982.8483915,59.67581911,2678.533407,0.006785201,0.104347425,0.006335685,0.284375561,0,0.095424838,0.003921569,0.235294119,0.018540795,0.052714092,0.006838312,0.167929853,1,7650,391.686,0.065025091,0.060717217,2.725276279,0.008354223,0.007800761,0.350135086,8.50E-06,7.94E-06,0.000356245
183,1,DAY4,Female,WT,AV4,+,nan,UV,1,Z3,336.5843231,2092.896785,13.45882404,3265.328193,0.021988915,0.136728084,0.000879259,0.213322545,0,0.139869288,0,0.154248372,0.058526586,0.069706943,0.002847784,0.1685782,1,13045,494.38,0.160822228,0.006430716,1.560195522,0.025801788,0.001031723,0.250312625,1.23E-05,4.93E-07,0.000119601
184,1,DAY4,Female,WT,AV4,+,nan,UV,1,Z3,3294.160875,13835.55067,1193.887617,9735.568887,0.065216703,0.273911636,0.02363619,0.192741559,0,0.295424849,0.011764706,0.175163403,0.113219254,0.169094924,0.031194088,0.14567175,1,45663,1132.396,0.238093948,0.086291297,0.703663274,0.072140702,0.026145624,0.213204758,5.21E-06,1.89E-06,1.54E-05
186,1,DAY4,Female,WT,AV4,+,nan,UV,1,Z3,8.329411996,1415.908535,0,608.4967488,0.000650075,0.110505622,0,0.047490576,0,0.105882354,0,0.031372551,0.008397268,0.058144899,0,0.056663152,1,10563,500.214,0.005882733,0,0.429757102,0.000788546,0,0.057606433,5.57E-07,0,4.07E-05
189,1,DAY4,Female,WT,AV4,+,nan,UV,1,Z3,641.4470757,1007.278458,16.93594832,1289.806572,0.058907804,0.092504221,0.001555326,0.118450415,0,0.088888891,0,0.088888891,0.11374407,0.04397848,0.005143805,0.115845924,1,8810,486.724,0.636812066,0.016813571,1.280486604,0.072808976,0.001922355,0.146402562,7.23E-05,1.91E-06,0.000145345
194,1,DAY4,Female,WT,AV4,+,nan,UV,1,Z3,1226.451015,4396.145225,393.4379206,7040.902154,0.053850758,0.193025037,0.017274991,0.309150479,0,0.200000003,0.013071896,0.279738575,0.090097984,0.112406973,0.01897385,0.181443721,1,19858,652.016,0.27898328,0.089496115,1.60160818,0.061761054,0.019812565,0.354562501,1.40E-05,4.51E-06,8.07E-05
197,1,DAY4,Female,WT,AV4,+,nan,UV,1,Z3,20.42353005,413.8483768,0,192.2875872,0.004074926,0.082571504,0,0.03836544,0,0.077124186,0,0.031372551,0.014173483,0.038479911,0,0.033959551,1,3696,277.056,0.049350272,0,0.464632938,0.005525847,0,0.052025862,1.34E-05,0,0.000125712
198,1,DAY4,Female,WT,AV4,+,nan,UV,1,Z3,1124.447089,4162.283774,225.5882418,1104.533364,0.045470787,0.168315895,0.009122417,0.044665509,0,0.179084972,0,0.036601309,0.096933792,0.085142719,0.020513183,0.043492287,1,21636,676.914,0.270151472,0.054198189,0.265367146,0.051971117,0.010426523,0.051050719,1.25E-05,2.51E-06,1.23E-05
199,1,DAY4,Female,WT,AV4,+,nan,UV,1,Z3,631.0117828,2621.345167,380.3804031,858.4340111,0.040284205,0.167348389,0.024283734,0.054802988,0,0.190849677,0.019607844,0.047058824,0.086922317,0.08748619,0.023834608,0.047691909,1,13417,502.278,0.240720601,0.145108858,0.327478434,0.047030766,0.02835063,0.06398107,1.79E-05,1.08E-05,2.44E-05
199,2,DAY4,Female,WT,AV4,+,nan,UV,1,Z3,914.3372793,4126.081164,339.1424937,1182.193496,0.040359182,0.182126734,0.014969874,0.052182454,0,0.196078435,0.002614379,0.041830067,0.087812018,0.096035263,0.026171201,0.045397766,2,19758,650.43,0.221599441,0.082194819,0.286517266,0.046276813,0.017164819,0.059833662,1.12E-05,4.16E-06,1.45E-05
200,1,DAY4,Female,WT,AV4,+,nan,UV,1,Z3,0,967.4065602,26.59346491,464.6771375,0,0.095584089,0.002627553,0.045912176,0,0.084967323,0,0.031372551,0,0.04931699,0.007835265,0.039856009,1,8178,432.928,0,0.02748944,0.480332837,0,0.00325183,0.056820389,0,3.36E-06,5.87E-05
201,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,1351.023566,13430.89182,3599.475917,1669.623578,0.02853391,0.28366334,0.07602171,0.035262811,0,0.335947722,0.040522877,0.02875817,0.062547985,0.144259045,0.093723541,0.042198097,1,43193,924.378,0.100590756,0.26799977,0.12431219,0.031278762,0.083334705,0.038654957,2.33E-06,6.20E-06,2.88E-06
203,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,3303.29421,11891.55981,3518.84585,2431.986997,0.062580169,0.225282937,0.066663746,0.046073449,0,0.240522876,0.049673203,0.03398693,0.108204861,0.110664917,0.06786718,0.043563366,1,48257,1036.728,0.27778477,0.29591121,0.204513709,0.068452125,0.072918869,0.050396564,5.76E-06,6.13E-06,4.24E-06
204,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,27.54509884,2770.753015,109.1098073,647.6941368,0.001025697,0.103174568,0.004062923,0.024118195,0,0.088888891,0,0.010457517,0.010213504,0.055190551,0.012905711,0.043385515,1,23423,822.066,0.009941376,0.039379117,0.233761051,0.001175985,0.004658234,0.027652057,4.24E-07,1.68E-06,9.98E-06
205,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,1923.137307,3818.777874,1162.052319,1640.436646,0.084207781,0.167211572,0.050882403,0.07182926,0,0.185620919,0.031372551,0.054901961,0.126667749,0.086455733,0.058098692,0.058436127,1,19784,671.392,0.503600202,0.304299532,0.429571109,0.097206698,0.058736975,0.08291734,2.55E-05,1.54E-05,2.17E-05
207,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,1632.172594,5516.428908,5833.959633,168.0810517,0.042151041,0.142462396,0.150662663,0.004340712,0,0.152941182,0.150326803,0.002614379,0.06976436,0.052349681,0.09521548,0.005693099,1,35005,829.582,0.295874853,1.05756092,0.030469178,0.046626842,0.166660752,0.00480163,8.45E-06,3.02E-05,8.70E-07
207,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,407.9686391,9872.111378,4082.589657,114.282357,0.004123769,0.099787846,0.041267041,0.001155172,0,0.094117649,0.024836602,0,0.025644425,0.042723423,0.050028152,0.00267371,2,91370,1724.196,0.041325368,0.413547771,0.011576283,0.004465017,0.044681949,0.001250765,4.52E-07,4.53E-06,1.27E-07
207,3,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,0,240.9385684,0.002614379,3.228758283,0,0.065259634,7.08E-07,0.000874528,0,0.064052291,0,0,0,0.025810017,3.04E-05,0.002053542,3,2569,244.432,0,1.09E-05,0.013400753,0,1.02E-06,0.001256815,0,4.22E-09,5.22E-06
208,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,10.54901994,3682.294215,4389.90731,126.9202657,0.000300191,0.104786267,0.124922663,0.003611743,0,0.104575165,0.101960786,0,0.003754471,0.03951101,0.104956446,0.00852451,1,31662,754.85,0.002864796,1.192166365,0.034467714,0.000333176,0.138649084,0.004008599,9.05E-08,3.77E-05,1.09E-06
208,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,1430.909845,10900.29049,9764.911376,367.8379206,0.01867614,0.142269868,0.127450975,0.004800996,0,0.146405235,0.121568628,0,0.039623921,0.050710113,0.091364391,0.010965275,2,70777,1293.032,0.131272634,0.895839554,0.033745699,0.020217159,0.137967297,0.005197139,1.85E-06,1.27E-05,4.77E-07
209,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,308.3333419,1178.797418,722.573876,257.5581778,0.025133138,0.096087171,0.058899077,0.020994309,0,0.100653596,0.043137256,0.015686275,0.083564467,0.04242848,0.055070435,0.022404218,1,10235,434.412,0.261566014,0.612975449,0.218492316,0.030125388,0.070598327,0.025164453,2.56E-05,5.99E-05,2.13E-05
209,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,0,594.9032834,260.9150401,78.55163653,0,0.064783108,0.028412832,0.008554028,0,0.061437909,0.005228758,0.005228758,0,0.028123128,0.048870096,0.011367728,2,7413,380.164,0,0.438583964,0.13204102,0,0.035196957,0.010596471,0,5.92E-05,1.78E-05
213,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,352.5294219,759.011785,0,337.0536047,0.035189601,0.075764802,0,0.0336448,0,0.070588239,0,0.02875817,0.080228015,0.036317016,0,0.029315785,1,7739,551.488,0.46445843,0,0.444069,0.045552322,0,0.043552604,6.00E-05,0,5.74E-05
213,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,258.5568697,1543.501999,291.100662,154.9281094,0.024058516,0.143621662,0.02708669,0.01441594,0,0.146405235,0.015686275,0.010457517,0.061780607,0.067003788,0.032430853,0.016874896,2,8778,406.31,0.167513142,0.188597528,0.100374414,0.0294551,0.033162527,0.017649591,1.91E-05,2.15E-05,1.14E-05
215,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,1810.956911,10579.77023,2122.873261,1014.601338,0.035859113,0.209492104,0.04203543,0.02009032,0,0.224836603,0.027450981,0.013071896,0.080945157,0.09550117,0.05053954,0.022727709,1,45964,1024.492,0.171171667,0.200654004,0.09590013,0.039399463,0.046185564,0.022073826,3.72E-06,4.37E-06,2.09E-06
218,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,149.6274553,5473.643285,1569.065404,455.0431514,0.003534284,0.129290516,0.037062202,0.010748374,0,0.117647059,0.024836602,0.005228758,0.022649145,0.066093287,0.038926204,0.018692093,1,38314,908.098,0.027335989,0.286658323,0.083133505,0.003905295,0.040952795,0.011876681,7.13E-07,7.48E-06,2.17E-06
218,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,16.43921617,237.090202,0,104.1751665,0.004505129,0.064974021,0,0.028548963,0,0.061437909,0,0.020915033,0.017670919,0.024738343,0,0.022861241,2,2455,259.158,0.069337392,0,0.439390433,0.006696218,0,0.042433876,2.82E-05,0,0.000178978
220,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,255.8392227,1029.099373,10.34640563,112.5490231,0.018002901,0.07241569,0.000728056,0.007919852,0,0.06797386,0,0,0.056882983,0.030359673,0.002539504,0.015844469,1,11806,568.526,0.248604974,0.010053845,0.109366526,0.021670271,0.000876368,0.009533205,2.11E-05,8.52E-07,9.26E-06
220,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,580.1608006,2371.668036,1860.515081,136.2692856,0.027382867,0.111939776,0.087813994,0.00643174,0,0.108496733,0.073202617,0.002614379,0.055037281,0.051443244,0.068693556,0.009785756,2,18402,607.94,0.244621419,0.784475337,0.05745715,0.031527051,0.10110396,0.007405135,1.33E-05,4.26E-05,3.12E-06
221,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,827.149043,6183.346557,6935.32698,249.1477209,0.012630158,0.094416652,0.105899022,0.003804363,0,0.094117649,0.095424838,0,0.042753582,0.028916556,0.057479319,0.006726096,1,59607,1376.382,0.133770449,1.121613824,0.040293346,0.01387671,0.116350881,0.00417984,2.24E-06,1.88E-05,6.76E-07
223,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,39.62745207,431.9085079,0,149.3803968,0.006386374,0.069606528,0,0.024074198,0,0.06666667,0,0.020915033,0.030174087,0.024090816,0,0.018599071,1,4596,360.202,0.091749645,0,0.345861205,0.008622161,0,0.032502262,2.00E-05,0,7.53E-05
223,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,135.133337,3016.890274,250.2980462,492.7424985,0.005721867,0.127742316,0.010598215,0.02086389,0,0.118954249,0,0.010457517,0.032683637,0.065514025,0.029513965,0.043919418,2,20744,632.392,0.044792261,0.082965578,0.163327948,0.006514334,0.012066045,0.023753495,2.16E-06,4.00E-06,7.87E-06
225,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,24.14117718,4314.691617,1486.902002,488.0104728,0.000713097,0.12744998,0.043921014,0.01441515,0,0.112418301,0.026143791,0.007843138,0.007407312,0.068097789,0.05007489,0.020655907,1,30416,756.888,0.005595111,0.344613737,0.113104369,0.0007937,0.048885521,0.016044532,1.84E-07,1.13E-05,3.72E-06
226,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,373.8470696,7392.353138,2528.415757,598.3085155,0.007893564,0.156085242,0.05338603,0.012632937,0,0.156862751,0.03267974,0.007843138,0.035204848,0.075138534,0.059180545,0.018617966,1,42288,1139.358,0.050572133,0.342031246,0.080936138,0.0088405,0.059790384,0.014148423,1.20E-06,8.09E-06,1.91E-06
227,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,0.376470599,233.236608,0,46.70849812,0.000120125,0.074421381,0,0.014903796,0,0.06666667,0,0.010457517,0.002002337,0.048428627,0,0.016413606,1,2106,213.808,0.001614115,0,0.200262294,0.000178761,0,0.022178774,7.66E-07,0,9.51E-05
227,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,0,624.2810628,336.733342,85.91372818,0,0.078299393,0.042234208,0.010775584,0,0.071895428,0.002614379,0.005228758,0,0.039681835,0.072951193,0.015186456,2,6026,446.412,0,0.539393812,0.13762027,0,0.055880077,0.014257174,0,8.95E-05,2.28E-05
227,3,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,2.345098114,1007.713752,143.032684,121.2418338,0.000216357,0.0929711,0.013196114,0.011185703,0,0.088888891,0.007843138,0.005228758,0.003071451,0.049595861,0.016397898,0.016858568,3,8891,421.928,0.002327147,0.141937811,0.120313763,0.000263761,0.016087356,0.013636468,2.62E-07,1.60E-05,1.35E-05
227,4,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,2091.90987,4205.670712,1570.235337,363.5085082,0.098707586,0.198446219,0.074092169,0.017152291,0,0.224836603,0.056209151,0.015686275,0.18659052,0.097220904,0.069346612,0.014203194,4,18568,566.08,0.497402201,0.373361455,0.086432946,0.1126621,0.084566746,0.019577149,2.68E-05,2.01E-05,4.65E-06
227,5,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,21.26666725,792.3961001,387.4719066,7.743791123,0.002663994,0.099260441,0.04853713,0.000970035,0,0.104575165,0.015686275,0,0.015316499,0.048574095,0.075872929,0.002249652,5,6434,318.266,0.02683843,0.48898765,0.009772626,0.003305357,0.060222553,0.001203573,4.17E-06,7.60E-05,1.52E-06
227,6,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,2192.192216,12947.19512,6732.55835,294.3973957,0.031258979,0.18461707,0.096001117,0.004197881,0,0.193464056,0.086274512,0.002614379,0.080085144,0.081315378,0.08193964,0.00711771,6,63899,1391.796,0.169317925,0.520001304,0.022738315,0.034307144,0.105362499,0.00460723,2.65E-06,8.14E-06,3.56E-07
230,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,945.1215947,7935.191055,4200.402725,247.4954329,0.017404272,0.146125351,0.077349785,0.004557591,0,0.155555561,0.065359481,0,0.045791864,0.058584468,0.063456049,0.00971566,1,49114,1164.262,0.119105084,0.529338575,0.0311896,0.019243425,0.085523531,0.005039203,2.43E-06,1.08E-05,6.35E-07
230,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,104.3254932,627.415703,734.5503484,46.49411919,0.012024607,0.072316241,0.084664632,0.005358935,0,0.06797386,0.06666667,0,0.044040734,0.03087542,0.070961747,0.011282795,2,6497,494.864,0.166278103,1.170755442,0.074104169,0.016057487,0.113059927,0.007156244,2.56E-05,0.000180199,1.14E-05
232,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,1195.545133,23595.08958,7783.834202,931.7124487,0.011037771,0.217839703,0.071863602,0.008601958,0,0.23137255,0.06797386,0.005228758,0.029692572,0.103231936,0.056752519,0.011648502,1,100816,1753.336,0.050669235,0.329892123,0.039487557,0.011858684,0.077208322,0.009241712,5.03E-07,3.27E-06,3.92E-07
234,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,37.94509909,1792.648413,447.871908,258.1150408,0.002368608,0.11190065,0.027957048,0.01611205,0,0.101960786,0.015686275,0.010457517,0.015824092,0.059599001,0.03202719,0.017584849,1,13446,594.424,0.021167061,0.249838119,0.143985312,0.002822036,0.033308933,0.019196418,1.57E-06,1.86E-05,1.07E-05
235,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,280.3882434,4890.915166,2754.613146,367.3830182,0.008127667,0.141773876,0.079848488,0.0106494,0,0.139869288,0.048366014,0.005228758,0.03862612,0.064754826,0.088538664,0.01833975,1,31118,721.398,0.05732838,0.563210167,0.075115394,0.009010484,0.088521536,0.011806126,1.84E-06,1.81E-05,2.41E-06
235,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,4045.051095,1951.015736,0.828758205,421.5137386,0.162061342,0.078165695,3.32E-05,0.01688757,0.101960786,0.071895428,0,0.013071896,0.182339078,0.035271962,0.000452271,0.016746582,2,20890,1003.18,2.073305212,0.000424783,0.216048354,0.193635763,3.97E-05,0.020177776,9.92E-05,2.03E-08,1.03E-05
236,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,5.898039383,441.3346518,4.326797524,109.0352974,0.000882148,0.066008772,0.000647143,0.016308001,0,0.061437909,0,0.010457517,0.00885551,0.026419686,0.003405153,0.020973407,1,4920,415.654,0.013364098,0.009803893,0.247058093,0.001198788,0.00087943,0.022161646,2.72E-06,1.99E-06,5.02E-05
236,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,246.1019676,2220.436659,674.7228951,379.2078549,0.010832906,0.097739091,0.029699925,0.016691956,0,0.094117649,0.016993465,0.010457517,0.039195722,0.044510976,0.038274106,0.021589621,2,19729,669.908,0.110834942,0.303869463,0.170780758,0.012474123,0.034199549,0.019220835,5.62E-06,1.54E-05,8.66E-06
237,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,5.156862904,392.4379192,3.445751766,14.8549025,0.000834444,0.063501281,0.000557565,0.002403706,0,0.061437909,0,0,0.006845125,0.024512369,0.001940988,0.003874594,1,4754,311.368,0.013140583,0.008780374,0.037852872,0.001084742,0.000724811,0.003124717,2.76E-06,1.85E-06,7.96E-06
237,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,14.32156901,780.316362,458.0117775,5.398692991,0.001551128,0.084513848,0.049605954,0.000584717,0,0.083660133,0.043137256,0,0.011681197,0.038838403,0.051720458,0.002053649,2,7500,368.476,0.018353542,0.586956521,0.006918595,0.001909543,0.061068237,0.000719826,2.45E-06,7.83E-05,9.22E-07
237,3,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,0,280.6758241,0,4.439215843,0,0.066573962,0,0.001052945,0,0.061437909,0,0,0,0.030906013,0,0.002336058,3,2837,313.782,0,0,0.015816167,0,0,0.001564757,0,0,5.57E-06
238,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,114.9098068,366.5895521,52.91634143,31.25228866,0.020877508,0.066604206,0.009614161,0.005678105,0,0.064052291,0.00130719,0.002614379,0.079486166,0.029727696,0.020836884,0.007430717,1,3998,321.094,0.313456306,0.144347653,0.085251444,0.028741823,0.013235703,0.007816981,7.84E-05,3.61E-05,2.13E-05
239,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,16.17254952,2254.000058,949.1346671,129.3516384,0.000803086,0.111927702,0.047131526,0.006423261,0,0.111111112,0.015686275,0.002614379,0.00801236,0.050408744,0.063729472,0.009325772,1,17545,562.902,0.007175044,0.421089016,0.057387593,0.000921775,0.05409716,0.007372564,4.09E-07,2.40E-05,3.27E-06
243,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,271.3137331,2797.911186,453.0732158,654.5830257,0.011017369,0.113616145,0.018398165,0.026580972,0,0.111111112,0.007843138,0.020915033,0.031394405,0.05213597,0.025189119,0.025323384,1,21459,709.984,0.096970102,0.161932665,0.233954183,0.012643354,0.021113436,0.030503892,4.52E-06,7.55E-06,1.09E-05
243,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,46.78431508,1344.558205,301.3372636,313.6941273,0.003360701,0.096584887,0.021646237,0.022533879,0,0.09150327,0.009150327,0.015686275,0.015130354,0.045102529,0.032329955,0.02056195,2,11673,482.966,0.034795307,0.224116191,0.233306469,0.004007908,0.025814895,0.02687348,2.98E-06,1.92E-05,2.00E-05
244,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,126.8627488,2551.482418,869.8536184,303.1032772,0.006226698,0.125232277,0.042694298,0.014876965,0,0.122875817,0.027450981,0.007843138,0.024669351,0.059606376,0.046978132,0.022653813,1,17770,556.354,0.049721193,0.340920875,0.11879497,0.007139153,0.048950682,0.017057022,2.80E-06,1.92E-05,6.69E-06
244,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,468.6784442,3420.807934,1740.08109,276.7790935,0.019826492,0.144710349,0.073610605,0.011708579,0,0.152941182,0.075816996,0.005228758,0.053277872,0.065535936,0.046311065,0.020059125,2,20748,640.946,0.137008114,0.508675472,0.080910445,0.02258909,0.083867413,0.013340037,6.60E-06,2.45E-05,3.90E-06
244,3,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,0.317647068,796.8117859,249.4470665,22.16209229,3.41E-05,0.085651057,0.026813616,0.002382252,0,0.075816996,0.018300654,0,0.00112697,0.041918086,0.025680564,0.004583845,3,7101,524.972,0.000398648,0.313056447,0.027813459,4.47E-05,0.035128442,0.003120982,5.61E-08,4.41E-05,3.92E-06
245,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,405.4823642,4423.273318,2257.75954,249.385629,0.012680835,0.138331039,0.070607942,0.00779915,0,0.145098045,0.060130719,0.002614379,0.042820161,0.060633094,0.057074706,0.013280575,1,28448,798.06,0.091670203,0.510427319,0.056380334,0.014253458,0.079364438,0.008766368,3.22E-06,1.79E-05,1.98E-06
245,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,127.3019645,6640.347894,3020.74518,302.9699446,0.0024994,0.130374176,0.059308212,0.005948402,0,0.132026151,0.036601309,0.002614379,0.013667702,0.054521681,0.064015261,0.010148493,2,46490,1005.588,0.019170978,0.454907669,0.045625613,0.002738266,0.064976235,0.006516884,4.12E-07,9.79E-06,9.81E-07
246,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,154.878436,5963.183147,2891.541256,47.12418467,0.004336509,0.166965789,0.080961536,0.001319451,0,0.176470593,0.06666667,0,0.019862816,0.062608215,0.065106918,0.003408578,1,32093,795.538,0.025972443,0.484898952,0.007902522,0.004825926,0.090098815,0.001468363,8.09E-07,1.51E-05,2.46E-07
247,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,1.866666716,3305.746493,461.870602,142.1228807,5.24E-05,0.092855439,0.012973529,0.003992104,0,0.087581702,0.00130719,0,0.001922224,0.043643042,0.024628484,0.006534539,1,31085,1016.116,0.000564673,0.13971749,0.042992674,6.01E-05,0.014858311,0.004572073,1.82E-08,4.49E-06,1.38E-06
247,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,571.0706033,3062.739951,912.197411,155.1163452,0.025528413,0.136912828,0.040777712,0.006934124,0,0.142483667,0.026143791,0.002614379,0.071367357,0.061096104,0.042158048,0.009334384,2,19568,596.252,0.186457425,0.297837043,0.050646267,0.029183902,0.046616793,0.007927041,9.53E-06,1.52E-05,2.59E-06
249,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,0,891.4313956,1.129411809,58.12287783,0,0.078017801,9.88E-05,0.005086896,0,0.078431375,0,0.002614379,0,0.031717843,0.000823319,0.007122637,1,9131,501.794,0,0.001266964,0.06520174,0,0.00012369,0.006365445,0,1.39E-07,7.14E-06
251,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,903.3098308,11352.01206,7309.981894,541.4614561,0.011446618,0.143851132,0.092631083,0.006861325,0,0.151633993,0.060130719,0.005228758,0.027497352,0.052705808,0.091034367,0.012939984,1,72968,1356.382,0.079572663,0.643937115,0.0476974,0.012379534,0.100180653,0.007420533,1.09E-06,8.82E-06,6.54E-07
253,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,866.2157108,5655.204071,164.6274566,811.7019857,0.015748231,0.102814415,0.002993009,0.014757145,0,0.100653596,0,0.007843138,0.055923015,0.038913693,0.007440707,0.025357656,1,50102,1141.186,0.153171433,0.02911079,0.143531865,0.017289045,0.003285846,0.01620099,3.06E-06,5.81E-07,2.86E-06
253,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,163.8235339,1763.319001,233.3777846,238.279746,0.009418935,0.101380958,0.013417914,0.01369975,0,0.094117649,0,0.010457517,0.038156109,0.050705095,0.025302997,0.020195531,2,14710,602.666,0.092906351,0.132351426,0.135131389,0.011136882,0.015865247,0.016198487,6.32E-06,9.00E-06,9.19E-06
254,1,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,0,455.4078553,167.8000048,71.77516561,0,0.074559243,0.027472168,0.011751009,0,0.06666667,0.019607844,0.002614379,0,0.033945906,0.027789145,0.019683653,1,4592,352.304,0,0.368460936,0.157606341,0,0.036541813,0.01563048,0,8.02E-05,3.43E-05
254,2,DAY4,Female,WT,AV4,+,nan,NOUV,2,Z4,771.2117853,6216.584466,4780.920392,187.9660195,0.021192377,0.170827525,0.13137645,0.005165179,0,0.18300654,0.107189544,0.002614379,0.060583829,0.07301262,0.103343313,0.007185787,2,32821,817.302,0.124057155,0.769059026,0.030236221,0.02349751,0.145666506,0.005727005,3.78E-06,2.34E-05,9.21E-07
