ImageNumber,ObjectNumber,Metadata_Day,SEX,GENOTYPE,MOUSE #,CRE,GENETICS,TREATMENT,Secondary Treatment,Metadata_Zstack,Intensity_IntegratedIntensity_CASPGray,Intensity_IntegratedIntensity_DNA,Intensity_IntegratedIntensity_EdU,Intensity_IntegratedIntensity_TUNEL,Intensity_MeanIntensity_CASPGray,Intensity_MeanIntensity_DNA,Intensity_MeanIntensity_EdU,Intensity_MeanIntensity_TUNEL,Intensity_MedianIntensity_CASPGray,Intensity_MedianIntensity_DNA,Intensity_MedianIntensity_EdU,Intensity_MedianIntensity_TUNEL,Intensity_StdIntensity_CASPGray,Intensity_StdIntensity_DNA,Intensity_StdIntensity_EdU,Intensity_StdIntensity_TUNEL,Number_Object_Number,AreaShape_Area,AreaShape_Perimeter,CASP intensity corrected,EDU Intensity corrected,TUNEL Intensity Corrected ,CASP area corrected,EDU area corrected,TUNEL area Corrected ,CASP area and Intensity corrected,EDU area and intensity corrected,TUNEL area  and intensity Corrected ,CASP NOUV normalized ,EDU NOUV normalized ,TUNEL NOUV normalized ,CASP intensity corrected  NOUV normalized ,EDU Intensity corrected NOUV normalized ,TUNEL Intensity Corrected  NOUV normalized ,CASP area corrected NOUV normalized ,EDU area corrected NOUV normalized ,TUNEL area Corrected  NOUV normalized ,CASP area and Intensity corrected NOUV normalized ,EDU area and intensity corrected NOUV normalized ,TUNEL area  and intensity Corrected NOUV normalized 
96,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,7496.306096,22440.03202,0.00130719,9411.257775,0.070080549,0.209784625,1.22E-08,0.087982815,0.06666667,0.23137255,0,0.06797386,0.047924786,0.11980179,4.00E-06,0.067243228,1,97807,2377.008,0.33405951,5.83E-08,0.419395916,0.076643861,1.34E-08,0.096222742,3.42E-06,5.96E-13,4.29E-06,39.72634718,1.28E-06,57.96951356,21.63597861,5.27E-07,4.017856505,23.64091944,6.97E-07,6.912056784,3.284131678,4.84E-08,0.149929891
105,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,9645.69829,5274.737391,0.264052299,1066.292842,0.24445482,0.133679796,6.69E-06,0.027023489,0.239215687,0.13464053,0,0.023529412,0.121444917,0.071757991,0.000179372,0.014340526,1,34958,1076.874,1.828659434,5.01E-05,0.202150887,0.275922487,7.55E-06,0.030502112,5.23E-05,1.43E-09,5.78E-06,51.11695736,0.00025934,6.567929479,118.4364918,0.0004528,1.936626529,85.10872508,0.000393756,2.191086295,50.29825443,0.000116423,0.202191568
147,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,15641.47106,9601.740133,0,1462.807887,0.330441979,0.202846522,0,0.030903304,0.282352954,0.219607845,0,0.02875817,0.214332686,0.097842106,0,0.018535358,1,42869,1047.008,1.629024619,0,0.152348206,0.364866712,0,0.034122743,3.80E-05,0,3.55E-06,82.89129362,0,9.010300608,105.5067758,0,1.459511667,112.5437112,0,2.451170419,36.53852027,0,0.12425903
157,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,30533.7734,22225.39928,0,3801.108609,0.246412995,0.179362934,0,0.030675624,0.227450982,0.172549024,0,0.02875817,0.136556551,0.100623466,0,0.016257376,1,114560,2378.696,1.373823391,0,0.171025436,0.266530843,0,0.033180068,1.20E-05,0,1.49E-06,161.8124003,0,23.41328039,88.97819887,0,1.638441473,82.21185788,0,2.383454362,11.53093601,0,0.052198938
165,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,569.6353095,568.3477276,0,56.97516542,0.087609245,0.087411216,0,0.008762714,0.086274512,0.077124186,0,0.007843138,0.034995504,0.051487946,0,0.006209932,1,4818,399.412,1.002265483,0,0.100247019,0.118230658,0,0.011825481,0.000208025,0,2.08E-05,3.018757476,0,0.350943806,64.91356753,0,0.960376871,36.4684324,0,0.849470625,200.0242445,0,0.727509448
172,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,8980.223771,12716.57944,0.00130719,1244.086313,0.155133688,0.219679366,2.26E-08,0.021491636,0.145098045,0.227450982,0,0.018300654,0.104174003,0.117640979,5.43E-06,0.014396104,1,52653,1230.3,0.706182336,1.03E-07,0.097831836,0.170554836,2.48E-08,0.023628023,1.34E-05,1.95E-12,1.86E-06,47.59030417,1.28E-06,7.66306482,45.73719792,9.30E-07,0.937239166,52.60790741,1.29E-06,1.697293537,12.89615932,1.59E-07,0.064966736
185,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,18627.46717,9322.205476,0,893.5974152,0.288730794,0.144496714,0,0.013851002,0.290196091,0.139869288,0,0.013071896,0.155301158,0.078633096,0,0.008728622,1,58287,1476.044,1.998182428,0,0.095856868,0.319581848,0,0.01533099,3.43E-05,0,1.64E-06,98.71544978,0,5.504196008,129.4159604,0,0.918318764,98.57552374,0,1.10128511,32.96325523,0,0.057502337
185,2,DAY4,nan,0,1,0,WT,UV,DMSO,nan,17151.87889,13102.37028,0,1449.869328,0.186567308,0.14251931,0,0.015770763,0.168627456,0.146405235,0,0.013071896,0.11044126,0.066114084,0,0.013453384,2,84384,1809.552,1.309066873,0,0.110657026,0.203259847,0,0.017181804,1.55E-05,0,1.31E-06,90.89563407,0,8.930604352,84.78412391,0,1.060105821,62.69581943,0,1.234236316,14.91654991,0,0.045851427
186,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,9335.447303,2561.694187,0,370.3607966,0.347313788,0.095304669,0,0.013778816,0.34117648,0.09150327,0,0.013071896,0.132656454,0.052834635,0,0.008601895,1,22389,1133.74,3.64424737,0,0.144576507,0.4169658,0,0.016542087,0.00016277,0,6.46E-06,49.47279578,0,2.281271614,236.0263841,0,1.385057975,128.613757,0,1.188282988,156.509179,0,0.225785994
187,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,21285.79665,8119.000219,0,1652.12554,0.311555695,0.118836086,0,0.024181811,0.298039228,0.118954249,0,0.020915033,0.127773653,0.052865335,0,0.019226787,1,62265,1442.382,2.621726331,0,0.203488791,0.341858133,0,0.026533776,4.21E-05,0,3.27E-06,112.8031509,0,10.17642022,169.8009282,0,1.949443791,105.4466789,0,1.906025116,40.48648041,0,0.114269537
193,1,DAY4,nan,0,1,0,WT,UV,DMSO,nan,34035.01653,16663.31548,0,1928.300716,0.29253276,0.143222075,0,0.016573846,0.258823544,0.142483667,0,0.015686275,0.153589092,0.067340062,0,0.009690631,1,107408,2246.62,2.042511681,0,0.115721311,0.316875992,0,0.017953046,1.90E-05,0,1.08E-06,180.3670855,0,11.87754678,132.287026,0,1.1086222,97.74089815,0,1.289637637,18.2849838,0,0.037671307
3,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,243.9843212,5294.21583,1499.384355,291.51635,0.008311508,0.180351416,0.051077648,0.009930722,0,0.189542487,0.036601309,0.010457517,0.036816738,0.092543743,0.049894939,0.006706403,1,25789,797.06,0.046085073,0.283211792,0.055063178,0.00946079,0.058140461,0.011303903,1.79E-06,1.10E-05,2.14E-06,1.292984268,1.472626727,1.795621946,2.984784499,2.561704408,0.527510977,2.918195653,3.030832573,0.812003651,1.718274065,0.892836053,0.074655316
4,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,1127.349058,26310.44124,4822.802748,1705.639272,0.008699084,0.203022063,0.037214707,0.013161406,0,0.200000003,0.020915033,0.010457517,0.02252549,0.106073358,0.043249041,0.014220483,1,120146,2389.046,0.042847972,0.183303758,0.064827467,0.009383159,0.040141184,0.014196388,3.57E-07,1.53E-06,5.40E-07,5.974337159,4.73673625,10.506043,2.775127741,1.658017274,0.621053882,2.894250248,2.09253946,1.019782223,0.342915897,0.124038624,0.018866168
4,2,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,80.44706152,1061.614407,227.8339934,89.17124492,0.008635365,0.113956033,0.024456204,0.009571838,0,0.11503268,0.015686275,0.007843138,0.016682485,0.067406918,0.028573168,0.007226216,2,7499,473.278,0.075778042,0.214610872,0.083995888,0.010727705,0.030381917,0.011891085,1.01E-05,2.86E-05,1.12E-05,0.426325694,0.223768127,0.549258539,4.9079043,1.941196062,0.804689347,3.308977554,1.583793813,0.854183234,9.716429163,2.326715344,0.391641441
21,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,1209.847092,1226.734672,50.71111267,503.4196228,0.070209325,0.071189338,0.002942845,0.029214231,0.050980393,0.06797386,0,0.026143791,0.071382044,0.03402996,0.008723669,0.01525854,1,14001,822.646,0.986233714,0.041338289,0.410373681,0.086411477,0.003621964,0.035955976,7.04E-05,2.95E-06,2.93E-05,6.411531892,0.049806135,3.100859773,63.87524054,0.373912671,3.931422557,26.65375607,0.188811115,2.582858717,67.73099407,0.240042606,1.02483609
24,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,338.4705998,5611.87074,1676.164753,487.8823696,0.007400691,0.122704072,0.036649497,0.010667593,0,0.121568628,0.015686275,0.010457517,0.014319895,0.067453502,0.048430402,0.007532461,1,40644,1163.224,0.060313328,0.298681996,0.086937564,0.008327689,0.041240152,0.012003798,1.48E-06,7.35E-06,2.14E-06,1.79371018,1.646252348,3.005156624,3.906303617,2.701635333,0.832870905,2.568688833,2.149828097,0.862279872,1.426867052,0.597458151,0.074790251
25,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,160.8353006,8134.696948,1116.056242,737.1608087,0.002502962,0.126594307,0.017368363,0.011471892,0,0.117647059,0,0.007843138,0.006686787,0.069356062,0.028767362,0.012701831,1,58858,1217.128,0.019771517,0.137197028,0.090619333,0.002732599,0.018961844,0.012524394,3.36E-07,2.33E-06,1.54E-06,0.85233966,1.096139389,4.540610248,1.280538678,1.24097315,0.868142635,0.842874401,0.988471275,0.899676349,0.322998984,0.189510855,0.053833092
26,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,339.9529523,5893.303423,772.8261667,377.3255029,0.0107655,0.186626874,0.024473563,0.011948999,0,0.200000003,0.019607844,0.010457517,0.018080979,0.091211517,0.024114596,0.009012748,1,28261,738.092,0.057684617,0.131136327,0.064026146,0.012029049,0.02734603,0.013351456,2.04E-06,4.64E-06,2.27E-06,1.801565842,0.75903451,2.324171368,3.73605034,1.186152966,0.613377136,3.71037907,1.425534612,0.959087434,1.962633245,0.377250983,0.079214338
32,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,464.1607986,3994.624943,412.5464184,296.2143893,0.015250388,0.131246713,0.013554554,0.009732369,0,0.135947719,0.009150327,0.007843138,0.042071672,0.060621826,0.015094793,0.007287736,1,27265,696.048,0.11619634,0.103275382,0.074153242,0.017024053,0.015130989,0.010864272,4.26E-06,3.79E-06,2.72E-06,2.459799907,0.405184221,1.824559954,7.525669698,0.934145432,0.710395771,5.251095856,0.788770741,0.78042328,4.097826889,0.307954247,0.095095202
34,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,43.58431542,6574.785789,288.5777871,221.4196158,0.001265478,0.190899968,0.008378903,0.006428954,0,0.202614382,0.002614379,0.005228758,0.005070386,0.085725593,0.012765517,0.005606687,1,30421,919.11,0.006629009,0.043891588,0.033677084,0.001432705,0.009486137,0.007278512,2.18E-07,1.44E-06,1.11E-06,0.230973178,0.283427902,1.363854623,0.429339973,0.39700774,0.322629972,0.441920077,0.494507504,0.522844054,0.209527869,0.117301264,0.038707486
39,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,1853.952998,26039.08173,2924.434074,1296.196124,0.01298541,0.182382272,0.020483247,0.009078784,0,0.185620919,0.013071896,0.007843138,0.026720951,0.087061248,0.023962351,0.007329378,1,133177,2442.294,0.071198862,0.112309416,0.049778872,0.01392097,0.021959002,0.009732883,5.35E-07,8.43E-07,3.74E-07,9.824943048,2.872245376,7.984040025,4.611325288,1.015859985,0.476886775,4.293945042,1.144711593,0.699151119,0.514056066,0.06856174,0.013069224
41,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,156.2431422,1167.826175,97.65621201,112.7215725,0.013620708,0.101806832,0.008513313,0.009826656,0,0.100653596,0,0.007843138,0.033573023,0.057617699,0.016502871,0.007267384,1,9289,486.692,0.133789724,0.083622215,0.09652256,0.016820233,0.010513103,0.012134952,1.44E-05,9.00E-06,1.04E-05,0.828003717,0.095913464,0.694318962,8.665137593,0.756378808,0.924696171,5.188227256,0.548042684,0.871701197,13.84906511,0.731893003,0.363323791
42,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,198.6353016,2583.077193,143.8653641,363.0196206,0.005101847,0.066345025,0.003695109,0.009323974,0,0.061437909,0,0.007843138,0.011017394,0.0347559,0.009691834,0.006975073,1,34019,1191.02,0.076898709,0.055695341,0.140537659,0.005838952,0.004228971,0.010671084,2.26E-06,1.64E-06,4.13E-06,1.052659117,0.14129798,2.236052962,4.980486339,0.503774925,1.346365391,1.801033871,0.220454099,0.766545824,2.173522632,0.133104338,0.144445873
44,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,20.22353034,2178.434045,29.76339974,202.3973928,0.000831423,0.089559038,0.001223623,0.008320893,0,0.087581702,0,0.007843138,0.002960823,0.044472481,0.004361786,0.006199371,1,20515,903.346,0.009283517,0.01366275,0.09290958,0.000985792,0.001450812,0.009865825,4.53E-07,6.66E-07,4.53E-06,0.107173717,0.02923225,1.246685479,0.60126408,0.123582166,0.890083446,0.304069205,0.075630068,0.708700859,0.435118646,0.05414539,0.158351778
45,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,629.7568824,6241.858991,740.4601533,463.5947868,0.014405968,0.142785291,0.016938354,0.010604936,0,0.145098045,0.010457517,0.007843138,0.030452499,0.06918274,0.018895895,0.009676384,1,39197,1005.696,0.10089252,0.118628145,0.07427191,0.016066456,0.018890735,0.011827303,2.57E-06,3.03E-06,1.89E-06,3.33736913,0.727246092,2.855555009,6.53448963,1.073014083,0.711532621,4.955723679,0.984764393,0.849601521,2.474986309,0.246053643,0.066253027
47,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,2437.968699,6937.805413,1384.806576,724.3686518,0.038894239,0.110682579,0.022092572,0.011556247,0.015686275,0.105882354,0.005228758,0.010457517,0.056715681,0.053430176,0.031895947,0.008647707,1,56301,1464.318,0.351403442,0.199602971,0.104408903,0.043302405,0.024596483,0.012866,6.24E-06,3.55E-06,1.85E-06,12.91990878,1.360093674,4.461815773,22.75929026,1.805446755,1.000248153,13.35669491,1.282202093,0.924215196,6.001455117,0.288234381,0.064841849
50,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,158.4000051,2497.503327,317.3490293,191.3882418,0.009317647,0.14691196,0.01866759,0.011258132,0,0.162091509,0.013071896,0.010457517,0.021519681,0.078875716,0.019513737,0.006993238,1,14513,550.972,0.063423341,0.127066509,0.076631827,0.010914353,0.021866535,0.013187366,4.37E-06,8.76E-06,5.28E-06,0.839433918,0.3116857,1.178873594,4.107729338,1.149340688,0.734140871,3.366549353,1.139891335,0.947300189,4.202024509,0.711817715,0.184623062
52,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,34.68627578,1079.003951,1.423529469,98.22745449,0.002920212,0.090840541,0.000119846,0.008269696,0,0.094117649,0,0.007843138,0.008816495,0.044244074,0.000757923,0.005979445,1,9804,448.24,0.03214657,0.0013193,0.091035306,0.003537972,0.000145199,0.01001912,3.28E-06,1.35E-07,9.29E-06,0.183818406,0.001398126,0.6050411,2.08203172,0.011933315,0.872127699,1.091292975,0.007569142,0.719712679,3.152811427,0.010940446,0.324668772
53,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,130.6588277,670.4810638,0,67.61568854,0.02105363,0.108037555,0,0.010895212,0.019607844,0.111111112,0,0.010457517,0.018020353,0.041115761,0,0.007909073,1,4423,372.954,0.194873256,0,0.10084653,0.02954077,0,0.015287291,4.41E-05,0,2.28E-05,0.692420758,0,0.416485093,12.62132484,0,0.966120247,9.111897112,0,1.098146046,42.36448797,0,0.797219633
58,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,690.4392365,5071.900782,345.9529524,493.6366169,0.022612886,0.166112101,0.011330461,0.016167315,0,0.179084972,0.007843138,0.013071896,0.038423476,0.083775871,0.013417981,0.011371345,1,27260,732.952,0.136130273,0.068209724,0.097327735,0.025327925,0.012690864,0.01810846,4.99E-06,2.50E-06,3.57E-06,3.658952618,0.339779165,3.040600443,8.816727506,0.616969897,0.93240983,7.812438321,0.661568263,1.30080166,4.801705538,0.203430155,0.124837405
60,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,563.3725663,1073.065387,0,231.5137332,0.03157387,0.060139292,0,0.012975045,0.023529412,0.054901961,0,0.013071896,0.032434329,0.025906504,0,0.00817304,1,14097,1025.32,0.525012337,0,0.215749884,0.039964004,0,0.016422908,3.72E-05,0,1.53E-05,2.985568342,0,1.426030273,34.00338969,0,2.066906339,12.32695994,0,1.179721855,35.81042453,0,0.535128201
62,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,215.8431446,6606.520445,0,536.1255088,0.003927563,0.120214725,0,0.009755541,0,0.121568628,0,0.007843138,0.011848112,0.043642738,0,0.006816601,1,50279,1102.3,0.032671229,0,0.081150965,0.004292908,0,0.010663011,6.50E-07,0,1.61E-06,1.14385133,0,3.302314706,2.116012263,0,0.777434687,1.324154369,0,0.765965849,0.624806452,0,0.056434025
62,2,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,629.9647264,20875.91558,0.00130719,1496.219659,0.004436996,0.147034199,9.21E-09,0.010538242,0,0.151633993,0,0.010457517,0.015557596,0.059510215,3.47E-06,0.007234376,2,132042,2434.326,0.030176627,6.26E-08,0.07167205,0.004770942,9.90E-09,0.011331392,2.29E-07,4.74E-13,5.43E-07,3.33847059,1.28E-06,9.216103512,1.954444781,5.66E-07,0.686625693,1.471604572,5.16E-07,0.813978304,0.21974817,3.86E-08,0.018978929
63,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,1190.223566,18371.40702,30.96601413,1110.517686,0.009355632,0.144406595,0.000243405,0.008729112,0,0.149019614,0,0.007843138,0.024550232,0.065279626,0.001956516,0.006291754,1,118746,2104.736,0.06478674,0.001685555,0.060448156,0.010023273,0.000260775,0.009352043,5.46E-07,1.42E-08,5.09E-07,6.307537873,0.030413403,6.8403365,4.196032369,0.015246163,0.579099628,3.0916943,0.013594079,0.671793901,0.524606657,0.001154034,0.0177991
73,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,696.3215902,6671.942662,109.6875855,551.2313909,0.014031104,0.134441789,0.00221024,0.01110749,0,0.139869288,0,0.007843138,0.024641791,0.060450332,0.00601578,0.009876276,1,44814,1066.562,0.104365644,0.016440127,0.082619324,0.015538037,0.002447619,0.012300428,2.33E-06,3.67E-07,1.84E-06,3.690125895,0.107730129,3.395360785,6.759432878,0.14870407,0.791501717,4.792731956,0.127593115,0.883587978,2.239290856,0.029825405,0.064461721
74,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,93.17647353,5885.245911,191.5163464,400.0523011,0.002451367,0.154834147,0.005038578,0.010524922,0,0.15947713,0,0.007843138,0.012478913,0.070604325,0.009078803,0.009308341,1,34316,826.474,0.015832214,0.032541775,0.067975461,0.002715249,0.005580964,0.011657894,4.61E-07,9.48E-07,1.98E-06,0.493784657,0.188098595,2.464159185,1.02540247,0.294346527,0.651211984,0.837522725,0.290932783,0.837432247,0.443620551,0.077097352,0.069261113
75,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,1604.905932,16314.94946,50.5843157,1090.483698,0.012876021,0.130893427,0.000405834,0.008748856,0,0.132026151,0,0.007843138,0.025578602,0.060481886,0.001721645,0.00826428,1,113923,2645.982,0.098370267,0.003100489,0.066839539,0.014087638,0.000444022,0.009572112,8.63E-07,2.72E-08,5.87E-07,8.505128982,0.049681601,6.716935293,6.371131273,0.028044508,0.640329736,4.345353961,0.023146639,0.687602316,0.830269525,0.002212655,0.020514267
78,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,1458.086322,42419.13453,631.7215893,1536.410512,0.007081664,0.20602214,0.003068159,0.007462071,0,0.219607845,0,0.005228758,0.017692105,0.104201034,0.008680163,0.006579484,1,191854,3688.206,0.034373316,0.014892373,0.036219752,0.007599979,0.00329272,0.008008228,1.79E-07,7.76E-08,1.89E-07,7.727064864,0.620448048,9.463662787,2.226251046,0.134704343,0.346988988,2.344225399,0.171647837,0.575262386,0.172273007,0.006310851,0.006600982
86,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,29.42353066,2385.487643,98.81176793,265.9947801,0.001256342,0.101856859,0.004219119,0.011357591,0,0.095424838,0,0.010457517,0.004138385,0.055115739,0.01047031,0.010070695,1,20516,636.774,0.012334388,0.041422041,0.111505411,0.001434175,0.004816327,0.012965236,6.01E-07,2.02E-06,5.44E-06,0.155928717,0.097048399,1.638419474,0.79885934,0.374670225,1.068233438,0.44237348,0.251072677,0.931343719,0.578084844,0.164147282,0.190036586
87,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,228.4353015,876.1189772,0,201.0902027,0.016149544,0.061938422,0,0.014216345,0.011764706,0.05751634,0,0.013071896,0.017953895,0.030637882,0,0.009248163,1,11251,672.914,0.260735479,0,0.229523852,0.020303555,0,0.017873096,2.32E-05,0,2.04E-05,1.210582917,0,1.238633721,16.88701291,0,2.198862385,6.262663596,0,1.283894545,22.28310299,0,0.713297442
94,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,261.4902048,5161.340007,56.59346609,539.67322,0.006786665,0.133956398,0.001468816,0.014006572,0,0.129411772,0,0.010457517,0.015531848,0.069684429,0.004480026,0.01406448,1,34421,918.448,0.050663239,0.010964879,0.10456068,0.007596822,0.001644155,0.015678604,1.47E-06,3.19E-07,3.04E-06,1.385755935,0.055583514,3.324167161,3.281297894,0.099179407,1.001702191,2.343251649,0.085708971,1.126255568,1.415259677,0.025898537,0.106213295
96,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,368.2196206,15964.35599,158.898045,1188.643176,0.003816341,0.16545946,0.001646868,0.012319461,0,0.168627456,0,0.007843138,0.01227591,0.079277597,0.004592915,0.015084206,1,88590,1867.482,0.02306511,0.009953301,0.074456068,0.004156447,0.001793634,0.013417352,2.60E-07,1.12E-07,8.40E-07,1.951363818,0.156062391,7.321557687,1.493854249,0.090029499,0.713296879,1.282062549,0.09350123,0.963820959,0.25034417,0.009134343,0.029386601
97,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,1289.054941,22178.07647,39.17647209,718.5150581,0.012961709,0.223005062,0.000393927,0.007224815,0,0.241830066,0,0.005228758,0.027064282,0.103738645,0.001880896,0.006365553,1,91752,1835.87,0.058122937,0.00176645,0.032397537,0.014049339,0.000426982,0.007831056,6.33E-07,1.93E-08,3.53E-07,6.831290433,0.038477339,4.42576002,3.764438924,0.015977879,0.310371777,4.333540678,0.022258365,0.562535456,0.609114127,0.001565239,0.012346118
100,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,1469.019653,32001.27541,8.130719267,1337.550372,0.010989322,0.239392531,6.08E-05,0.010005838,0,0.271895438,0,0.007843138,0.026187019,0.129527979,0.000613081,0.007912714,1,123448,2848.216,0.045905035,0.000254075,0.041796783,0.011899906,6.59E-05,0.010834929,3.72E-07,2.06E-09,3.39E-07,7.785005574,0.007985621,8.238765349,2.973123998,0.002298155,0.400417532,3.670544868,0.003433431,0.778315456,0.357555054,0.000167329,0.011838393
103,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,277.4274599,1098.891532,48.3895441,200.0679805,0.016401269,0.064965506,0.002860748,0.011827844,0.007843138,0.060130719,0,0.010457517,0.020942226,0.033567676,0.007509893,0.009121625,1,13825,754.366,0.252461186,0.044034868,0.182063447,0.020067086,0.003500148,0.014471463,1.83E-05,3.19E-06,1.32E-05,1.470214723,0.047525997,1.232337248,16.3511131,0.398303742,1.744186766,6.189724154,0.182460921,1.039541939,17.55885285,0.258956283,0.46045966
104,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,362.8784444,8332.217209,360.0889004,640.2510019,0.006362047,0.146081861,0.00631314,0.01122499,0,0.152941182,0,0.010457517,0.011861481,0.059154624,0.011649554,0.008794433,1,52451,1025.486,0.043551246,0.043216456,0.076840412,0.006918428,0.006865244,0.01220665,8.30E-07,8.24E-07,1.46E-06,1.923058488,0.353662846,3.943685321,2.820676578,0.390901048,0.73613914,2.133999867,0.357881653,0.876851523,0.798387036,0.06698696,0.051223574
114,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,5520.047225,27924.29354,143.1856263,2369.262823,0.031228169,0.15797411,0.000810034,0.013403461,0.023529412,0.15947713,0,0.013071896,0.035814843,0.068918516,0.002968785,0.009311435,1,165579,2895.904,0.197679029,0.005127636,0.084845936,0.033337846,0.000864757,0.014308957,1.19E-06,3.10E-08,5.12E-07,29.25324949,0.140630372,14.59369371,12.8030459,0.046380445,0.812832894,10.28311108,0.04507935,1.027868486,1.14794744,0.002517717,0.017916772
115,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,1499.368676,7694.511317,276.6928197,1259.85625,0.018489724,0.094886195,0.003412085,0.015536135,0.011764706,0.088888891,0,0.013071896,0.022710453,0.047270623,0.007957988,0.011771741,1,73090,1874.412,0.194862105,0.035959765,0.163734407,0.020514006,0.003785645,0.017237054,2.67E-06,4.92E-07,2.24E-06,7.945838896,0.271755031,7.760201207,12.62060268,0.3252629,1.568592657,6.327577324,0.197343761,1.238205131,2.563516337,0.039999427,0.078327805
119,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,1288.627489,5911.672045,93.59085313,488.0078597,0.03070427,0.140858063,0.00223,0.011627817,0.019607844,0.149019614,0,0.010457517,0.033278209,0.061525914,0.004984903,0.00711436,1,38150,1084.314,0.217980206,0.015831537,0.082549887,0.033777916,0.002453233,0.012791818,5.71E-06,4.15E-07,2.16E-06,6.829025173,0.091920655,3.005929592,14.11788898,0.143199254,0.790836507,10.41885128,0.127885804,0.918886436,5.494006601,0.033738317,0.075658183
119,2,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,2631.32165,26401.84512,537.5281229,1904.598758,0.014918481,0.149687295,0.003047557,0.010798269,0,0.155555561,0,0.010457517,0.028165541,0.06897683,0.006938184,0.007849406,2,166816,2535.422,0.099664309,0.020359491,0.07213885,0.015773797,0.003222282,0.011417363,5.97E-07,1.22E-07,4.32E-07,13.94457431,0.527935534,11.73155237,6.454942293,0.184155458,0.691097693,4.865452369,0.167975894,0.820153911,0.574471671,0.009922568,0.015120477
121,1,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,330.796089,3765.316431,245.4522952,431.6000138,0.012670781,0.144226316,0.009401781,0.016531965,0,0.152941182,0.00130719,0.015686275,0.021702848,0.074252448,0.014123167,0.009145211,1,22917,736.85,0.087853463,0.065187694,0.114625164,0.014434528,0.01071049,0.018833181,3.83E-06,2.84E-06,5.00E-06,1.753039445,0.241072017,2.658480243,5.689991148,0.589635062,1.098120998,4.452353015,0.558332368,1.352861232,3.686105685,0.231261182,0.174886454
121,2,DAY4,nan,0,1,0,WT,NOUV,DMSO,nan,815.5255151,3058.405315,458.5895563,806.7843379,0.025489952,0.09559309,0.014333611,0.025216739,0.015686275,0.088888891,0.005228758,0.020915033,0.034718418,0.046117109,0.019601892,0.01584026,2,28310,851.512,0.266650568,0.14994401,0.263792485,0.028806977,0.016198854,0.02849821,9.42E-06,5.30E-06,9.32E-06,4.321841896,0.450405685,4.969462821,17.27011452,1.356272023,2.52715945,8.885557331,0.844437991,2.047138169,9.056685876,0.430610028,0.325804078
